중산도면,단가,수량,영업납기,선급
K00533,179208,35,2021-08-12,0
K00533,179208,70,2021-06-22,0
K00542,6498,1,2021-06-16,0
K00542,6498,3,2021-11-30,0
K00542,6498,6,2021-02-08,0
K00543,7149,1,2021-08-16,0
K00543,7149,3,2021-04-11,0
K00543,7149,7,2021-02-15,0
K00548,6516,2,2021-03-15,1
K00548,6516,8,2021-04-01,0
K00548,6516,16,2021-07-03,1
K00562,7500,2,2021-10-14,0
K00562,7500,4,2021-09-02,0
K00562,7500,8,2021-11-19,0
K00563,95000,4,2021-12-21,0
K00563,95000,14,2021-03-04,0
K00563,95000,28,2021-12-22,0
K00564,6498,1,2021-09-28,0
K00564,6498,1,2021-11-05,0
K00564,6498,2,2021-07-07,0
K00569,6516,2,2021-04-26,0
K00569,6516,13,2021-02-03,0
K00569,6516,26,2021-04-12,0
K00574,179208,14,2021-09-21,0
K00574,179208,42,2021-08-31,0
K00574,179208,84,2021-03-13,0
K00579,27256,2,2021-05-17,1
K00579,27256,7,2021-09-05,0
K00579,27256,14,2021-05-27,0
K00580,113012,9,2021-04-06,0
K00580,113012,26,2021-05-18,0
K00580,113012,52,2021-01-10,0
K00582,104092,18,2021-01-30,0
K00582,104092,108,2021-03-22,0
K00582,104092,216,2021-12-19,0
K00583,179208,23,2021-07-15,0
K00583,179208,70,2021-01-22,0
K00583,179208,140,2021-04-24,0
K00586,86821,4,2021-12-21,0
K00586,86821,8,2021-11-29,0
K00586,86821,16,2021-06-06,1
K00588,6498,1,2021-09-14,1
K00588,6498,1,2021-05-05,0
K00588,6498,2,2021-03-16,1
K00590,17612,5,2021-04-14,0
K00590,17612,25,2021-08-06,0
K00590,17612,50,2021-03-17,0
K00595,27256,1,2021-11-20,0
K00595,27256,4,2021-08-14,0
K00595,27256,8,2021-04-26,0
K00596,179208,7,2021-06-16,0
K00596,179208,15,2021-06-05,0
K00596,179208,30,2021-04-22,0
K00606,6498,1,2021-08-27,0
K00606,6498,1,2021-06-20,0
K00606,6498,3,2021-06-20,0
K00610,6983,3,2021-06-13,0
K00610,6983,13,2021-06-30,0
K00610,6983,26,2021-11-18,1
K00612,6498,2,2021-08-05,0
K00612,6498,4,2021-10-12,0
K00612,6498,8,2021-04-06,0
K00614,6750,8,2021-04-07,0
K00614,6750,17,2021-03-11,0
K00614,6750,34,2021-01-15,0
K00622,6498,2,2021-01-19,0
K00622,6498,4,2021-10-30,0
K00622,6498,8,2021-02-19,1
K00626,6498,1,2021-10-13,0
K00626,6498,2,2021-06-03,0
K00626,6498,4,2021-06-25,0
K00652,6498,1,2021-12-14,0
K00652,6498,2,2021-04-08,0
K00652,6498,4,2021-09-06,0
K00654,9518,3,2021-03-06,0
K00654,9518,26,2021-06-08,0
K00654,9518,52,2021-06-27,0
K00661,6498,1,2021-11-04,0
K00661,6498,1,2021-06-14,0
K00661,6498,2,2021-11-20,0
K00685,6498,1,2021-12-23,0
K00685,6498,2,2021-02-16,0
K00685,6498,4,2021-03-27,0
K00688,8416,1,2021-05-19,0
K00688,8416,6,2021-10-17,0
K00688,8416,12,2021-03-12,0
K00689,8416,1,2021-05-07,0
K00689,8416,6,2021-04-04,0
K00689,8416,12,2021-08-08,0
K00698,40323,5,2021-04-16,0
K00698,40323,14,2021-10-21,0
K00698,40323,28,2021-12-22,0
K00699,13583,4,2021-08-09,0
K00699,13583,21,2021-10-02,1
K00699,13583,42,2021-03-27,0
K00702,43937,8,2021-01-07,0
K00702,43937,33,2021-12-04,0
K00702,43937,66,2021-06-17,0
K00703,73747,6,2021-04-29,0
K00703,73747,18,2021-10-03,0
K00703,73747,36,2021-08-22,0
K00704,41077,8,2021-07-05,0
K00704,41077,40,2021-09-27,0
K00704,41077,80,2021-01-17,0
K00705,100388,13,2021-01-08,0
K00705,100388,181,2021-07-13,1
K00705,100388,362,2021-01-19,1
K00720,6498,1,2021-07-27,0
K00720,6498,3,2021-02-16,0
K00720,6498,6,2021-03-16,0
K00721,7208,3,2021-08-19,1
K00721,7208,33,2021-08-25,0
K00721,7208,66,2021-07-13,0
K00723,6498,1,2021-10-31,0
K00723,6498,3,2021-05-29,0
K00723,6498,7,2021-09-11,0
K00724,33644,5,2021-01-24,1
K00724,33644,43,2021-02-14,1
K00724,33644,86,2021-08-29,0
K00726,9518,3,2021-12-13,1
K00726,9518,34,2021-08-10,1
K00726,9518,68,2021-02-09,0
K00732,8416,2,2021-05-22,1
K00732,8416,15,2021-02-14,0
K00732,8416,30,2021-10-12,0
K00738,27256,2,2021-08-20,1
K00738,27256,7,2021-05-15,0
K00738,27256,14,2021-12-01,0
K00740,24244,5,2021-06-23,0
K00740,24244,33,2021-09-15,1
K00740,24244,66,2021-05-22,1
K00741,14619,4,2021-02-13,0
K00741,14619,47,2021-01-24,1
K00741,14619,94,2021-05-13,0
K00744,81204,4,2021-10-01,0
K00744,81204,8,2021-05-14,0
K00744,81204,17,2021-02-08,0
K00745,16087,4,2021-06-21,0
K00745,16087,48,2021-03-19,0
K00745,16087,96,2021-02-22,0
K00747,105576,10,2021-05-31,1
K00747,105576,89,2021-12-07,0
K00747,105576,178,2021-01-08,0
K00749,27256,3,2021-05-23,1
K00749,27256,8,2021-07-21,0
K00749,27256,16,2021-05-25,0
K00750,6516,2,2021-08-14,0
K00750,6516,8,2021-02-27,0
K00750,6516,16,2021-06-25,0
K00752,14025,4,2021-06-09,0
K00752,14025,45,2021-06-10,0
K00752,14025,90,2021-12-08,0
K00753,100388,25,2021-02-27,0
K00753,100388,372,2021-12-09,0
K00753,100388,744,2021-04-23,0
K00754,41048,8,2021-10-14,0
K00754,41048,85,2021-01-23,1
K00754,41048,170,2021-12-05,0
K00757,27271,4,2021-10-24,1
K00757,27271,54,2021-05-13,1
K00757,27271,108,2021-07-01,0
K00758,15218,5,2021-09-13,0
K00758,15218,33,2021-05-21,1
K00758,15218,66,2021-03-14,1
K00761,24220,5,2021-12-11,0
K00761,24220,77,2021-01-14,0
K00761,24220,154,2021-12-23,1
K00764,32174,9,2021-02-17,0
K00764,32174,96,2021-11-12,0
K00764,32174,192,2021-06-06,1
K00766,46140,8,2021-05-03,0
K00766,46140,56,2021-08-16,0
K00766,46140,112,2021-09-12,0
K00770,38087,8,2021-11-14,0
K00770,38087,79,2021-08-11,0
K00770,38087,158,2021-03-14,0
K00776,8493,2,2021-05-12,0
K00776,8493,4,2021-12-20,0
K00776,8493,9,2021-05-24,0
K00778,179208,7,2021-04-11,0
K00778,179208,14,2021-11-11,1
K00778,179208,28,2021-11-09,0
K00779,8493,4,2021-07-20,0
K00779,8493,8,2021-01-16,0
K00779,8493,16,2021-02-18,0
K00780,8493,4,2021-07-09,0
K00780,8493,8,2021-01-11,0
K00780,8493,16,2021-10-17,0
K00789,179208,23,2021-12-04,0
K00789,179208,70,2021-07-29,1
K00789,179208,140,2021-06-21,1
K00790,100388,11,2021-06-30,1
K00790,100388,179,2021-11-15,1
K00790,100388,358,2021-03-20,0
K00791,24839,5,2021-03-01,1
K00791,24839,63,2021-11-07,0
K00791,24839,126,2021-12-03,1
K00833,8493,4,2021-01-07,0
K00833,8493,8,2021-12-24,1
K00833,8493,16,2021-10-07,0
K00835,27256,3,2021-06-06,0
K00835,27256,9,2021-03-07,1
K00835,27256,18,2021-10-21,0
K00836,14698,5,2021-08-29,0
K00836,14698,20,2021-11-23,0
K00836,14698,40,2021-12-21,0
K00837,24244,5,2021-08-04,0
K00837,24244,33,2021-10-01,1
K00837,24244,66,2021-02-07,0
K00842,179208,11,2021-02-21,0
K00842,179208,23,2021-03-17,0
K00842,179208,46,2021-10-06,0
K00845,10156,3,2021-04-15,0
K00845,10156,22,2021-01-14,0
K00845,10156,44,2021-10-26,0
K00848,104092,26,2021-05-12,1
K00848,104092,131,2021-11-04,1
K00848,104092,262,2021-07-24,0
K00852,6498,2,2021-02-25,0
K00852,6498,5,2021-07-14,0
K00852,6498,10,2021-12-15,1
K00855,145749,33,2021-03-20,0
K00855,145749,266,2021-02-23,0
K00855,145749,532,2021-12-15,0
K00856,109155,65,2021-11-05,0
K00856,109155,460,2021-01-30,0
K00856,109155,920,2021-07-29,0
K00857,18509,4,2021-04-13,0
K00857,18509,51,2021-07-15,0
K00857,18509,102,2021-07-14,0
K00862,22142,5,2021-09-27,0
K00862,22142,18,2021-10-24,0
K00862,22142,36,2021-01-26,0
K00869,6498,1,2021-10-13,0
K00869,6498,2,2021-09-29,0
K00869,6498,5,2021-08-22,0
K00870,12881,2,2021-02-13,0
K00870,12881,4,2021-10-13,0
K00870,12881,9,2021-06-07,0
K00872,6498,1,2021-01-27,0
K00872,6498,2,2021-12-10,0
K00872,6498,4,2021-07-22,0
K00890,8065,2,2021-02-27,0
K00890,8065,4,2021-08-19,1
K00890,8065,8,2021-07-29,0
K00894,179208,6,2021-02-13,0
K00894,179208,12,2021-07-26,1
K00894,179208,25,2021-10-07,0
K00900,6332,1,2021-04-06,0
K00900,6332,6,2021-04-05,0
K00900,6332,12,2021-02-22,1
K00910,73747,6,2021-02-07,0
K00910,73747,18,2021-02-28,0
K00910,73747,36,2021-12-17,1
K00911,179208,16,2021-07-16,0
K00911,179208,49,2021-08-10,0
K00911,179208,98,2021-12-05,1
K00912,81204,8,2021-08-24,1
K00912,81204,17,2021-05-15,0
K00912,81204,34,2021-09-01,0
K00913,52115,6,2021-04-25,1
K00913,52115,12,2021-12-13,0
K00913,52115,24,2021-03-22,0
K00914,52115,6,2021-01-26,0
K00914,52115,12,2021-06-20,1
K00914,52115,24,2021-09-27,1
K00920,104092,13,2021-02-26,1
K00920,104092,68,2021-10-16,0
K00920,104092,136,2021-06-14,0
K00921,40311,9,2021-01-31,0
K00921,40311,55,2021-11-26,0
K00921,40311,110,2021-02-04,0
K00922,45374,9,2021-03-30,0
K00922,45374,62,2021-12-08,0
K00922,45374,124,2021-10-08,0
K00925,6332,3,2021-09-01,0
K00925,6332,11,2021-12-30,0
K00925,6332,22,2021-12-12,1
K00928,29252,4,2021-04-30,0
K00928,29252,12,2021-10-19,0
K00928,29252,24,2021-03-22,0
K00931,102669,8,2021-07-06,1
K00931,102669,25,2021-10-19,0
K00931,102669,50,2021-06-17,0
K00934,6516,2,2021-03-25,0
K00934,6516,16,2021-04-17,0
K00934,6516,32,2021-09-08,0
K00942,104092,48,2021-05-09,0
K00942,104092,291,2021-11-01,0
K00942,104092,582,2021-03-17,0
K00946,179208,31,2021-05-14,0
K00946,179208,63,2021-01-18,0
K00946,179208,126,2021-05-20,1
K00947,27907,3,2021-07-09,1
K00947,27907,10,2021-09-23,1
K00947,27907,20,2021-03-23,1
K00951,106952,30,2021-04-14,0
K00951,106952,120,2021-06-11,0
K00951,106952,240,2021-04-25,1
K00954,99504,7,2021-04-02,0
K00954,99504,21,2021-07-09,0
K00954,99504,42,2021-11-11,0
K00955,106952,17,2021-10-31,0
K00955,106952,69,2021-04-18,0
K00955,106952,138,2021-11-27,0
K00964,104092,18,2021-09-08,1
K00964,104092,92,2021-07-03,1
K00964,104092,184,2021-05-19,0
K00965,6516,3,2021-01-28,0
K00965,6516,15,2021-01-30,0
K00965,6516,30,2021-08-17,0
K00967,8493,2,2021-02-09,0
K00967,8493,4,2021-09-12,0
K00967,8493,9,2021-12-28,0
K00968,179208,20,2021-11-25,1
K00968,179208,59,2021-02-13,0
K00968,179208,118,2021-11-09,0
K00970,6332,2,2021-03-25,0
K00970,6332,8,2021-11-19,0
K00970,6332,16,2021-11-16,0
K00975,6498,3,2021-07-11,0
K00975,6498,6,2021-11-19,1
K00975,6498,12,2021-04-09,0
K00983,46140,8,2021-03-21,0
K00983,46140,54,2021-02-16,1
K00983,46140,108,2021-01-23,0
K00984,6498,1,2021-05-03,0
K00984,6498,3,2021-04-30,0
K00984,6498,6,2021-05-06,0
K00985,179208,11,2021-09-03,0
K00985,179208,33,2021-06-25,0
K00985,179208,66,2021-11-23,0
K00986,32141,9,2021-02-27,0
K00986,32141,148,2021-08-16,1
K00986,32141,296,2021-02-03,1
K00987,22142,5,2021-08-05,1
K00987,22142,19,2021-01-20,0
K00987,22142,38,2021-12-19,0
K00988,109083,7,2021-09-10,0
K00988,109083,21,2021-04-06,0
K00988,109083,42,2021-09-21,1
K00989,104092,23,2021-06-22,0
K00989,104092,140,2021-08-11,0
K00989,104092,280,2021-01-26,0
K00991,52115,3,2021-06-26,0
K00991,52115,6,2021-10-07,1
K00991,52115,12,2021-06-23,0
K00994,10500,3,2021-07-14,1
K00994,10500,25,2021-12-30,0
K00994,10500,50,2021-08-24,0
K00995,104092,12,2021-04-18,0
K00995,104092,74,2021-02-13,0
K00995,104092,148,2021-04-26,0
K00998,36332,8,2021-03-14,0
K00998,36332,59,2021-01-14,0
K00998,36332,118,2021-11-11,0
K01001,73747,6,2021-08-31,0
K01001,73747,19,2021-10-01,0
K01001,73747,38,2021-08-14,0
K01003,52115,6,2021-04-29,0
K01003,52115,12,2021-04-24,0
K01003,52115,24,2021-02-24,1
K01012,179208,5,2021-04-18,0
K01012,179208,10,2021-02-13,0
K01012,179208,20,2021-03-21,0
K01015,179208,35,2021-12-14,0
K01015,179208,107,2021-12-29,0
K01015,179208,214,2021-02-08,0
K01021,145749,10,2021-02-04,0
K01021,145749,79,2021-01-13,0
K01021,145749,158,2021-11-20,1
K01029,179208,55,2021-04-27,0
K01029,179208,167,2021-11-03,1
K01029,179208,334,2021-03-10,0
K01036,179208,41,2021-02-27,0
K01036,179208,123,2021-03-20,0
K01036,179208,246,2021-09-01,0
K01037,23088,5,2021-04-30,0
K01037,23088,53,2021-10-12,1
K01037,23088,106,2021-05-31,0
K01049,179208,31,2021-05-22,0
K01049,179208,95,2021-05-12,1
K01049,179208,190,2021-09-22,0
K01050,106952,12,2021-12-02,0
K01050,106952,47,2021-07-11,1
K01050,106952,94,2021-09-29,0
K01052,81204,4,2021-07-06,0
K01052,81204,8,2021-07-03,0
K01052,81204,16,2021-04-28,1
K01053,179208,31,2021-03-17,0
K01053,179208,93,2021-11-13,0
K01053,179208,186,2021-01-19,0
K01054,104092,15,2021-01-16,0
K01054,104092,74,2021-09-07,0
K01054,104092,148,2021-01-13,0
K01055,8844,4,2021-11-04,0
K01055,8844,15,2021-11-17,0
K01055,8844,30,2021-01-24,0
K01057,106952,76,2021-02-28,0
K01057,106952,303,2021-09-23,0
K01057,106952,606,2021-03-18,0
K01058,45856,7,2021-10-26,0
K01058,45856,66,2021-02-23,0
K01058,45856,132,2021-08-09,1
K01059,100388,14,2021-07-27,0
K01059,100388,176,2021-05-11,0
K01059,100388,352,2021-10-23,0
K01062,18691,2,2021-07-14,0
K01062,18691,5,2021-08-06,0
K01062,18691,10,2021-03-04,1
K01065,23977,5,2021-08-10,1
K01065,23977,45,2021-12-31,1
K01065,23977,90,2021-08-14,0
K01066,179208,20,2021-05-08,0
K01066,179208,40,2021-03-28,1
K01066,179208,80,2021-07-29,0
K01069,106952,47,2021-07-14,0
K01069,106952,189,2021-12-23,0
K01069,106952,378,2021-01-15,0
K01070,104092,44,2021-01-19,0
K01070,104092,262,2021-08-04,1
K01070,104092,524,2021-07-26,1
K01074,12881,4,2021-04-03,0
K01074,12881,9,2021-10-25,0
K01074,12881,18,2021-05-06,0
K01075,18691,5,2021-04-26,0
K01075,18691,9,2021-04-26,0
K01075,18691,18,2021-08-03,0
K01076,43171,9,2021-04-12,0
K01076,43171,37,2021-06-05,1
K01076,43171,74,2021-12-11,0
K01077,98424,10,2021-09-19,0
K01077,98424,118,2021-11-19,0
K01077,98424,236,2021-05-12,0
K01080,6498,3,2021-07-15,0
K01080,6498,6,2021-07-24,0
K01080,6498,12,2021-02-20,0
K01081,25510,5,2021-07-12,0
K01081,25510,64,2021-04-10,1
K01081,25510,128,2021-06-12,1
K01084,52115,5,2021-06-15,0
K01084,52115,11,2021-03-11,1
K01084,52115,22,2021-07-31,0
K01085,6332,2,2021-10-29,0
K01085,6332,9,2021-09-02,0
K01085,6332,18,2021-06-05,0
K01086,35875,6,2021-02-12,1
K01086,35875,50,2021-01-27,0
K01086,35875,100,2021-03-24,0
K01087,8493,2,2021-12-19,0
K01087,8493,4,2021-06-24,0
K01087,8493,8,2021-11-11,0
K01088,34303,9,2021-10-30,0
K01088,34303,108,2021-06-17,1
K01088,34303,216,2021-09-14,0
K01097,6332,2,2021-10-05,0
K01097,6332,7,2021-09-03,1
K01097,6332,14,2021-01-12,1
K01098,7149,3,2021-01-27,0
K01098,7149,7,2021-12-09,0
K01098,7149,14,2021-01-09,0
K01099,6498,3,2021-11-12,0
K01099,6498,5,2021-01-13,0
K01099,6498,10,2021-05-21,0
K01113,106952,50,2021-07-17,1
K01113,106952,199,2021-09-12,0
K01113,106952,398,2021-10-04,0
K01114,179208,17,2021-07-14,0
K01114,179208,34,2021-06-23,0
K01114,179208,68,2021-07-20,0
K01117,179208,19,2021-08-29,0
K01117,179208,39,2021-01-31,0
K01117,179208,78,2021-04-09,0
K01121,6498,2,2021-08-21,1
K01121,6498,5,2021-08-04,0
K01121,6498,10,2021-06-15,0
K01122,27256,2,2021-04-16,0
K01122,27256,7,2021-11-09,0
K01122,27256,14,2021-11-02,0
K01124,6332,3,2021-08-14,1
K01124,6332,10,2021-10-03,0
K01124,6332,20,2021-08-23,1
K01125,12881,2,2021-01-12,0
K01125,12881,4,2021-05-25,0
K01125,12881,9,2021-02-02,1
K01130,6498,1,2021-10-24,0
K01130,6498,1,2021-04-04,0
K01130,6498,2,2021-04-14,0
K01134,12881,2,2021-09-09,0
K01134,12881,4,2021-12-02,1
K01134,12881,9,2021-01-24,0
K01146,27256,2,2021-05-16,1
K01146,27256,6,2021-09-24,0
K01146,27256,12,2021-03-31,0
K01148,109155,46,2021-09-05,0
K01148,109155,325,2021-01-27,0
K01148,109155,650,2021-08-13,1
K01155,179208,8,2021-09-06,0
K01155,179208,16,2021-01-30,0
K01155,179208,32,2021-02-22,0
K01159,27256,2,2021-10-19,0
K01159,27256,7,2021-05-19,0
K01159,27256,14,2021-05-28,0
K01164,73747,5,2021-02-10,1
K01164,73747,17,2021-05-30,0
K01164,73747,34,2021-12-19,0
K01171,6498,1,2021-08-09,1
K01171,6498,1,2021-01-05,0
K01171,6498,2,2021-03-26,0
K01185,8493,2,2021-12-02,0
K01185,8493,4,2021-04-02,0
K01185,8493,9,2021-06-01,0
K01213,6498,2,2021-12-04,0
K01213,6498,4,2021-03-28,0
K01213,6498,8,2021-06-01,0
K01216,27256,2,2021-01-11,0
K01216,27256,6,2021-01-19,0
K01216,27256,12,2021-05-12,0
K01220,41077,8,2021-05-08,0
K01220,41077,48,2021-02-17,0
K01220,41077,96,2021-04-04,0
K01226,15015,6,2021-12-12,0
K01226,15015,22,2021-07-31,0
K01226,15015,44,2021-07-07,1
K01234,13140,5,2021-11-12,1
K01234,13140,9,2021-04-08,0
K01234,13140,18,2021-05-29,0
K01237,27256,3,2021-12-16,1
K01237,27256,9,2021-07-25,1
K01237,27256,18,2021-12-20,1
K01247,18691,2,2021-05-10,1
K01247,18691,5,2021-12-16,0
K01247,18691,10,2021-02-06,0
K01250,6498,3,2021-02-14,0
K01250,6498,6,2021-06-15,0
K01250,6498,12,2021-08-26,0
K01253,179208,11,2021-04-07,0
K01253,179208,35,2021-06-13,0
K01253,179208,70,2021-09-25,0
K01254,81204,8,2021-01-09,0
K01254,81204,16,2021-11-03,1
K01254,81204,32,2021-09-22,0
K01258,52115,6,2021-10-17,0
K01258,52115,12,2021-05-06,0
K01258,52115,24,2021-01-04,0
K01259,81204,8,2021-06-06,0
K01259,81204,16,2021-04-15,0
K01259,81204,32,2021-12-29,0
K01261,27256,2,2021-06-30,0
K01261,27256,5,2021-09-12,1
K01261,27256,10,2021-01-28,1
K01265,86821,4,2021-08-10,0
K01265,86821,8,2021-04-12,0
K01265,86821,16,2021-06-08,0
K01276,40311,9,2021-01-04,0
K01276,40311,46,2021-09-30,1
K01276,40311,92,2021-11-02,0
K01280,6516,3,2021-12-20,0
K01280,6516,18,2021-09-09,0
K01280,6516,36,2021-09-01,1
K01283,7149,3,2021-12-09,1
K01283,7149,7,2021-07-31,0
K01283,7149,14,2021-02-02,1
K01284,106952,10,2021-09-26,0
K01284,106952,42,2021-09-05,0
K01284,106952,84,2021-09-24,0
K01286,6498,1,2021-10-13,1
K01286,6498,1,2021-07-19,0
K01286,6498,3,2021-05-25,0
K01299,81204,8,2021-03-10,1
K01299,81204,17,2021-03-19,0
K01299,81204,34,2021-10-13,0
K01305,6498,1,2021-01-01,0
K01305,6498,3,2021-05-28,0
K01305,6498,6,2021-02-07,0
K01310,40551,8,2021-06-24,0
K01310,40551,127,2021-08-25,1
K01310,40551,254,2021-12-04,0
K01311,98424,16,2021-04-21,0
K01311,98424,179,2021-04-09,0
K01311,98424,358,2021-07-05,0
K01312,43937,8,2021-10-26,0
K01312,43937,32,2021-03-09,1
K01312,43937,64,2021-07-11,0
K01313,113012,9,2021-08-05,0
K01313,113012,27,2021-10-16,0
K01313,113012,54,2021-03-15,0
K01315,103554,4,2021-10-08,0
K01315,103554,9,2021-01-15,0
K01315,103554,18,2021-08-14,0
K01317,28824,4,2021-02-18,0
K01317,28824,11,2021-11-06,0
K01317,28824,22,2021-06-13,1
K01318,15015,6,2021-07-09,1
K01318,15015,25,2021-11-04,0
K01318,15015,50,2021-07-27,0
K01319,7149,3,2021-01-21,0
K01319,7149,7,2021-09-19,1
K01319,7149,14,2021-08-08,1
K01322,6332,2,2021-10-03,0
K01322,6332,7,2021-07-09,1
K01322,6332,14,2021-04-27,0
K01324,34772,5,2021-12-30,0
K01324,34772,14,2021-06-15,1
K01324,34772,28,2021-07-20,0
K01326,14698,5,2021-09-11,0
K01326,14698,21,2021-03-16,0
K01326,14698,42,2021-07-07,0
K01327,40323,5,2021-01-21,0
K01327,40323,13,2021-04-10,0
K01327,40323,26,2021-02-17,0
K01328,6332,2,2021-01-17,0
K01328,6332,6,2021-08-03,0
K01328,6332,12,2021-02-06,0
K01330,20951,5,2021-10-10,0
K01330,20951,51,2021-04-24,0
K01330,20951,102,2021-06-09,0
K01331,12881,2,2021-10-23,1
K01331,12881,4,2021-11-19,0
K01331,12881,9,2021-07-12,0
K01338,179208,11,2021-05-01,0
K01338,179208,23,2021-02-02,0
K01338,179208,46,2021-12-25,0
K01343,179208,5,2021-08-17,0
K01343,179208,11,2021-02-23,0
K01343,179208,22,2021-03-09,0
K01344,104092,14,2021-03-22,0
K01344,104092,70,2021-01-15,1
K01344,104092,140,2021-04-23,0
K01345,71585,8,2021-11-05,0
K01345,71585,69,2021-02-23,0
K01345,71585,138,2021-07-01,0
K01351,179208,14,2021-06-19,0
K01351,179208,43,2021-03-05,0
K01351,179208,86,2021-04-06,0
K01352,52115,3,2021-01-13,0
K01352,52115,6,2021-08-13,0
K01352,52115,12,2021-05-08,0
K01353,103554,4,2021-06-30,1
K01353,103554,9,2021-07-14,0
K01353,103554,18,2021-12-18,0
K01355,12192,3,2021-09-01,0
K01355,12192,62,2021-04-21,1
K01355,12192,124,2021-07-08,1
K01356,7168,3,2021-10-21,0
K01356,7168,17,2021-10-15,0
K01356,7168,34,2021-06-18,0
K01364,40772,7,2021-04-18,0
K01364,40772,27,2021-06-07,0
K01364,40772,54,2021-12-13,0
K01366,103554,9,2021-11-29,0
K01366,103554,18,2021-03-04,0
K01366,103554,36,2021-03-08,0
K01369,33640,4,2021-05-21,0
K01369,33640,13,2021-01-01,1
K01369,33640,26,2021-10-06,1
K01375,6557,2,2021-01-24,0
K01375,6557,22,2021-07-11,0
K01375,6557,44,2021-04-20,1
K01376,101291,4,2021-11-21,1
K01376,101291,9,2021-01-13,1
K01376,101291,19,2021-11-19,0
K01380,12881,4,2021-09-13,0
K01380,12881,9,2021-08-31,0
K01380,12881,18,2021-08-24,0
K01383,7149,3,2021-02-09,0
K01383,7149,6,2021-05-01,0
K01383,7149,12,2021-09-21,0
K01390,13232,4,2021-12-30,1
K01390,13232,17,2021-05-04,0
K01390,13232,34,2021-05-29,0
K01391,6516,3,2021-12-25,0
K01391,6516,14,2021-07-20,0
K01391,6516,28,2021-09-27,0
K01392,35875,6,2021-07-24,0
K01392,35875,49,2021-06-10,1
K01392,35875,98,2021-07-23,1
K01393,12834,4,2021-10-06,0
K01393,12834,36,2021-10-18,1
K01393,12834,72,2021-03-07,0
K01395,29252,4,2021-07-23,0
K01395,29252,13,2021-07-08,0
K01395,29252,26,2021-06-26,0
K01396,109155,16,2021-06-01,0
K01396,109155,110,2021-12-14,0
K01396,109155,220,2021-04-15,0
K01397,179208,14,2021-05-16,1
K01397,179208,28,2021-02-11,0
K01397,179208,56,2021-04-12,0
K01399,14901,5,2021-05-07,1
K01399,14901,31,2021-01-28,0
K01399,14901,62,2021-10-20,0
K01400,8844,4,2021-07-12,0
K01400,8844,16,2021-12-27,1
K01400,8844,32,2021-12-12,0
K01402,73747,5,2021-10-14,0
K01402,73747,15,2021-02-12,0
K01402,73747,30,2021-05-10,0
K01409,11941,3,2021-08-25,0
K01409,11941,38,2021-09-29,0
K01409,11941,76,2021-02-25,0
K01410,10807,3,2021-12-27,0
K01410,10807,30,2021-10-28,0
K01410,10807,60,2021-12-31,0
K01412,7168,3,2021-08-09,0
K01412,7168,21,2021-07-01,0
K01412,7168,42,2021-06-20,1
K01413,6557,3,2021-10-03,0
K01413,6557,27,2021-11-16,0
K01413,6557,54,2021-06-09,0
K01414,10169,3,2021-01-25,0
K01414,10169,35,2021-02-04,0
K01414,10169,70,2021-01-19,1
K01415,179208,10,2021-06-25,0
K01415,179208,32,2021-04-17,0
K01415,179208,64,2021-07-05,0
K01416,6498,3,2021-06-20,0
K01416,6498,6,2021-05-22,0
K01416,6498,12,2021-05-08,1
K01417,179208,10,2021-01-06,1
K01417,179208,21,2021-12-01,0
K01417,179208,42,2021-05-07,0
K01418,41210,7,2021-01-07,1
K01418,41210,48,2021-06-01,1
K01418,41210,96,2021-09-05,0
K01420,20470,1,2021-12-12,0
K01420,20470,13,2021-12-17,0
K01420,20470,26,2021-09-30,0
K01421,20470,2,2021-11-16,0
K01421,20470,15,2021-03-23,0
K01421,20470,30,2021-10-17,0
K01422,52115,6,2021-01-24,0
K01422,52115,13,2021-03-05,0
K01422,52115,26,2021-02-10,0
K01424,179208,23,2021-08-13,1
K01424,179208,71,2021-04-15,0
K01424,179208,142,2021-03-11,0
K01425,179208,20,2021-04-15,0
K01425,179208,39,2021-08-19,0
K01425,179208,78,2021-09-08,1
K01426,20470,2,2021-04-14,0
K01426,20470,16,2021-01-21,1
K01426,20470,32,2021-02-23,1
K01433,179208,25,2021-07-25,0
K01433,179208,51,2021-02-25,1
K01433,179208,102,2021-08-20,1
K01438,179208,10,2021-02-12,0
K01438,179208,20,2021-11-21,0
K01438,179208,40,2021-09-13,0
K01449,9195,4,2021-06-28,0
K01449,9195,24,2021-07-15,0
K01449,9195,48,2021-02-06,0
K01452,52115,5,2021-03-10,0
K01452,52115,10,2021-05-05,1
K01452,52115,20,2021-08-24,0
K01453,179208,15,2021-01-06,0
K01453,179208,46,2021-08-29,0
K01453,179208,92,2021-12-19,1
K01454,9195,4,2021-02-12,0
K01454,9195,19,2021-09-18,1
K01454,9195,38,2021-06-17,0
K01467,145749,12,2021-12-15,0
K01467,145749,95,2021-05-17,0
K01467,145749,190,2021-01-26,0
K01468,47491,7,2021-02-22,1
K01468,47491,43,2021-04-24,0
K01468,47491,86,2021-01-17,0
K01469,15218,6,2021-01-23,1
K01469,15218,34,2021-12-22,0
K01469,15218,68,2021-09-01,1
K01472,17118,5,2021-10-26,0
K01472,17118,37,2021-03-05,1
K01472,17118,74,2021-11-24,1
K01473,179208,11,2021-07-25,0
K01473,179208,22,2021-07-26,0
K01473,179208,44,2021-10-22,0
