order,gt
date360 item4348 8226 0 4,machine08 1 • machine09 1 • machine21 1 • machine30 1
date332 item2505 179208 1 15,machine20 15
date047 item6179 179208 0 36,machine21 36
date221 item5542 179208 0 6,machine32 6
date224 item799 6332 0 2,machine14 1 • machine21 1
date277 item516 11541 0 38,machine07 1 • machine08 4 • machine10 3 • machine12 2 • machine14 3 • machine21 1 • machine22 4 • machine23 4 • machine28 3 • machine29 2 • machine31 5 • machine34 3 • machine35 4
date214 item3333 179208 0 12,machine08 2 • machine21 10
date331 item4700 27256 0 5,machine08 3 • machine21 2 • machine22 1
date110 item3078 6498 1 1,machine30 1
date363 item1153 9518 1 17,machine08 1 • machine09 1 • machine10 2 • machine14 2 • machine21 2 • machine22 2 • machine23 1 • machine28 1 • machine29 1 • machine30 2 • machine34 2
date324 item5079 106952 1 352,machine01 10 • machine03 8 • machine06 102 • machine19 231
date112 item178 8065 0 14,machine09 6 • machine34 8
date131 item6184 8416 0 10,machine08 2 • machine09 1 • machine21 1 • machine23 2 • machine30 1 • machine33 2
date042 item1543 106952 0 13,machine01 4 • machine20 3 • machine32 4 • machine33 2
date016 item67 6498 0 2,machine24 2
date307 item2060 18691 0 10,machine09 10
date008 item3317 179208 1 19,machine05 16 • machine20 3
date030 item4786 22344 1 46,machine07 6 • machine20 5 • machine22 16 • machine31 1 • machine34 17
date046 item3417 179208 1 17,machine19 17
date233 item6018 33984 0 76,machine01 9 • machine04 6 • machine05 9 • machine08 7 • machine09 4 • machine10 10 • machine14 9 • machine21 5 • machine32 7 • machine33 8 • machine34 2
date158 item2568 6498 1 6,machine21 6
date305 item3395 6516 0 10,machine14 1 • machine21 3 • machine23 3 • machine28 3
date306 item4470 179208 0 17,machine05 11 • machine32 6
date119 item3739 6983 1 28,machine08 10 • machine09 4 • machine14 13
date031 item1417 40311 0 9,machine04 2 • machine08 2 • machine09 1 • machine14 1 • machine20 1 • machine34 2
date056 item5399 104092 0 27,machine01 17 • machine06 4 • machine16 2 • machine17 2 • machine19 2
date342 item4267 27256 0 14,machine22 3 • machine29 9 • machine30 3
date283 item1302 20951 0 5,machine09 1 • machine31 1 • machine34 1 • machine35 1
date306 item2827 13583 0 23,machine08 2 • machine10 3 • machine21 9 • machine23 3 • machine28 3 • machine29 3
date151 item1381 23088 0 106,machine04 19 • machine08 5 • machine09 15 • machine14 3 • machine21 1 • machine28 14 • machine29 17 • machine30 13 • machine31 7 • machine34 10
date224 item6189 52115 0 13,machine07 13
date285 item5905 179208 0 20,machine05 6 • machine20 14
date218 item3008 101291 0 9,machine23 9
date072 item2548 6498 0 5,machine21 1 • machine23 4
date051 item2521 179208 0 15,machine20 15
date044 item3326 6498 1 1,machine32 1
date354 item1121 179208 1 16,machine08 16
date321 item2128 179208 0 15,machine05 15
date134 item4319 109155 0 24,machine03 5 • machine05 3 • machine06 4 • machine16 2 • machine17 3 • machine19 7
date215 item3323 179208 0 44,machine32 8 • machine33 36
date116 item5414 8844 1 16,machine21 3 • machine23 6 • machine28 6 • machine30 2
date067 item4234 6498 1 5,machine21 5
date153 item835 52115 0 6,machine09 6
date251 item4613 179208 0 41,machine06 17 • machine16 13 • machine19 12
date229 item2069 6498 0 3,machine23 3
date342 item1913 6498 1 3,machine08 3
date232 item4990 35875 0 50,machine04 11 • machine07 7 • machine08 6 • machine09 11 • machine10 1 • machine14 5 • machine21 1 • machine28 9
date022 item1109 179208 0 10,machine05 10
date074 item2259 6498 1 2,machine21 2
date141 item2414 52115 0 12,machine08 12
date360 item2602 179208 0 240,machine20 240
date001 item5235 8416 0 3,machine09 1 • machine14 1 • machine23 1
date311 item3649 179208 1 44,machine05 30 • machine32 14
date182 item4437 18691 0 10,machine22 10
date194 item5140 179208 0 6,machine14 6
date082 item551 13140 0 2,machine30 2
date234 item6482 6516 0 10,machine10 2 • machine14 2 • machine21 2 • machine30 1 • machine34 3
date001 item546 11094 0 4,machine10 1 • machine21 1 • machine28 1 • machine30 1
date029 item2225 179208 0 76,machine04 76
date115 item1226 179208 0 7,machine04 7
date344 item3873 13583 0 42,machine08 7 • machine10 6 • machine23 7 • machine28 14 • machine29 9
date265 item2943 179208 0 8,machine01 8
date218 item1934 179208 0 60,machine29 60
date140 item2763 106952 0 48,machine09 10 • machine21 11 • machine28 16 • machine32 11
date352 item2765 179208 0 36,machine01 2 • machine32 34
date207 item1166 36332 0 8,machine04 2 • machine08 1 • machine31 2 • machine32 2
date135 item6614 6498 1 4,machine23 4
date216 item5031 179208 1 85,machine05 85
date253 item6225 179208 0 40,machine06 17 • machine20 21 • machine32 2
date132 item3053 52115 0 6,machine21 6
date272 item5663 52115 0 13,machine09 12 • machine28 1
date353 item4460 104092 0 31,machine01 4 • machine03 3 • machine06 12 • machine16 6 • machine19 5
date352 item3545 6498 0 8,machine21 5 • machine30 3
date252 item2604 179208 1 21,machine04 9 • machine10 12
date362 item5621 7149 0 7,machine23 6 • machine29 1
date027 item2882 52115 0 13,machine10 13
date236 item4281 6498 0 2,machine30 2
date065 item2774 6498 0 3,machine23 3
date076 item1805 52115 0 11,machine32 1 • machine33 10
date291 item3642 179208 0 90,machine06 54 • machine19 36
date268 item2420 52115 1 5,machine31 5
date116 item676 105576 0 106,machine08 14 • machine10 12 • machine14 18 • machine21 21 • machine23 20 • machine29 11 • machine33 3 • machine34 7
date118 item80 6498 0 2,machine22 2
date101 item5659 15015 0 23,machine08 10 • machine09 5 • machine14 7 • machine21 2
date123 item2558 6498 1 1,machine21 1
date182 item3581 86821 0 3,machine23 3
date070 item5887 6498 0 1,machine29 1
date062 item391 6332 0 20,machine21 13 • machine22 3 • machine30 3 • machine35 1
date234 item5375 6498 0 1,machine09 1
date309 item1005 81393 0 126,machine08 3 • machine09 13 • machine10 22 • machine14 25 • machine21 27 • machine30 14 • machine34 2 • machine35 20
date226 item3613 179208 0 10,machine23 10
date186 item3888 104092 0 122,machine05 28 • machine08 30 • machine09 9 • machine14 12 • machine23 17 • machine29 27
date133 item6162 15218 1 62,machine06 11 • machine08 6 • machine09 20 • machine32 4 • machine33 22
date154 item5380 179208 0 64,machine06 64
date339 item4801 7149 1 12,machine28 5 • machine31 7
date214 item693 7168 0 3,machine04 1 • machine09 1 • machine21 1
date139 item1405 104092 0 184,machine01 22 • machine04 43 • machine08 59 • machine14 15 • machine23 45
date295 item6284 28824 0 12,machine10 5 • machine21 6 • machine28 1
date156 item4030 6498 0 1,machine22 1
date034 item5433 8065 0 4,machine10 4
date173 item5246 77242 0 7,machine35 7
date117 item6062 6557 0 60,machine08 4 • machine09 6 • machine10 4 • machine21 2 • machine22 5 • machine23 9 • machine28 4 • machine29 11 • machine30 12 • machine35 5
date317 item5560 6498 1 5,machine30 5
date063 item1371 18691 1 10,machine31 10
date180 item189 6498 0 2,machine31 2
date028 item6455 95463 0 386,machine01 55 • machine03 56 • machine05 46 • machine16 29 • machine17 50 • machine19 51 • machine20 21 • machine23 7 • machine32 36 • machine33 36
date355 item441 73747 0 36,machine23 4 • machine30 18 • machine31 14
date245 item2292 12881 0 4,machine23 3 • machine28 1
date092 item4001 179208 0 15,machine04 7 • machine05 8
date220 item4716 27256 1 9,machine08 1 • machine09 2 • machine21 6
date169 item114 6498 0 1,machine22 1
date012 item3906 179208 0 13,machine04 6 • machine10 4 • machine28 4
date342 item922 81204 0 30,machine09 5 • machine21 25
date282 item4916 6498 0 6,machine08 6
date019 item362 6332 0 9,machine22 4 • machine35 4
date218 item5520 6498 0 1,machine22 1
date070 item3909 8065 0 3,machine22 3
date348 item2662 6498 0 1,machine21 1
date269 item2157 179208 1 13,machine04 13
date002 item3444 34772 1 5,machine09 2 • machine21 2 • machine28 1
date073 item1962 179208 0 6,machine09 6
date328 item1855 103554 1 9,machine32 9
date361 item2085 179208 0 21,machine32 21
date153 item320 6516 1 12,machine10 2 • machine21 3 • machine25 3 • machine34 4
date031 item5137 179208 1 32,machine18 18 • machine20 14
date068 item3266 32000 0 24,machine08 12 • machine21 11 • machine23 1
date078 item827 104092 0 11,machine08 2 • machine14 3 • machine23 3 • machine28 3
date100 item157 40323 0 5,machine09 4 • machine23 1
date303 item240 8641 1 35,machine04 5 • machine08 1 • machine15 5 • machine21 2 • machine22 4 • machine31 6 • machine32 3 • machine34 5 • machine35 3
date070 item192 27256 1 12,machine07 4 • machine24 5 • machine35 3
date318 item1449 38087 0 8,machine08 1 • machine09 1 • machine10 1 • machine21 1 • machine23 1 • machine31 1 • machine33 1 • machine35 1
date207 item1425 179208 1 12,machine29 12
date098 item4871 6332 0 2,machine21 1 • machine23 1
date032 item1735 52115 0 3,machine21 3
date079 item1433 145749 0 33,machine01 6 • machine03 3 • machine05 1 • machine06 6 • machine16 4 • machine18 7 • machine19 2 • machine20 4
date014 item757 8493 0 8,machine09 8
date003 item2493 86821 0 7,machine33 7
date233 item301 27256 0 14,machine34 14
date043 item2061 179208 0 40,machine29 40
date003 item4111 106952 0 108,machine06 41 • machine19 10 • machine28 40 • machine32 17
date006 item3287 6498 0 2,machine10 1 • machine23 1
date118 item3549 179208 1 84,machine05 84
date163 item3432 6498 1 2,machine32 2
date150 item3209 179208 0 30,machine02 7 • machine03 23
date134 item5127 12406 1 4,machine08 1 • machine09 1 • machine14 1 • machine23 1 • machine29 1
date312 item859 81393 1 66,machine04 9 • machine05 5 • machine08 9 • machine21 13 • machine23 7 • machine28 8 • machine30 5 • machine31 10
date354 item2956 6498 0 7,machine23 7
date163 item5961 6498 0 7,machine28 1 • machine29 6
date272 item2419 8065 0 4,machine23 4
date051 item4698 23740 0 5,machine08 1 • machine09 1 • machine10 1 • machine21 1 • machine32 1
date087 item4519 8493 0 2,machine23 2
date334 item2579 179208 0 22,machine03 12 • machine06 10
date287 item2082 6498 0 1,machine28 1
date209 item4086 43937 0 66,machine08 40 • machine09 15 • machine14 11
date080 item3581 86821 1 15,machine23 15
date056 item5534 6498 0 2,machine28 1 • machine29 1
date151 item4427 103554 0 4,machine32 4
date216 item4405 179208 0 42,machine23 25 • machine32 17
date050 item1485 6498 1 8,machine21 1 • machine29 7
date157 item2449 179208 0 5,machine21 5
date207 item6576 6516 0 16,machine04 1 • machine22 4 • machine23 3 • machine28 2 • machine29 3 • machine30 4
date163 item1227 104092 0 37,machine01 4 • machine05 8 • machine06 6 • machine16 9 • machine19 2 • machine20 9
date017 item4827 40323 0 5,machine04 2 • machine21 2 • machine31 1
date299 item6204 6498 0 2,machine21 1 • machine30 1
date128 item5854 13583 1 4,machine09 2 • machine23 1 • machine30 1
date107 item3795 86821 0 7,machine29 7
date291 item6208 179208 1 44,machine08 28 • machine23 16
date066 item3551 12881 0 9,machine10 9
date089 item4291 27256 0 8,machine08 2 • machine34 3 • machine35 3
date282 item4891 179208 0 22,machine05 16 • machine20 6
date274 item3043 6498 1 1,machine21 1
date345 item6265 33644 1 82,machine04 14 • machine08 2 • machine09 10 • machine21 16 • machine30 6 • machine31 14 • machine32 4 • machine33 14
date164 item4530 179208 0 180,machine05 67 • machine09 113
date096 item1497 113012 0 9,machine10 3 • machine22 2 • machine29 4
date109 item6524 38087 0 154,machine04 12 • machine05 5 • machine08 7 • machine14 13 • machine21 30 • machine22 14 • machine23 1 • machine31 20 • machine34 27 • machine35 26
date048 item1669 179208 0 62,machine19 62
date254 item6295 12881 0 18,machine14 8 • machine21 10
date149 item1284 13232 0 34,machine08 2 • machine21 19 • machine23 12 • machine34 2
date063 item5971 15218 0 34,machine05 4 • machine16 4 • machine17 8 • machine20 7 • machine32 4 • machine33 7
date186 item82 6498 0 1,machine21 1
date136 item731 21887 0 5,machine07 1 • machine08 1 • machine09 1 • machine21 1 • machine25 1 • machine28 1
date135 item6411 21121 0 26,machine08 1 • machine09 4 • machine10 2 • machine14 1 • machine21 6 • machine28 4 • machine30 5 • machine35 3
date005 item6037 14901 0 62,machine10 8 • machine14 12 • machine20 11 • machine21 12 • machine32 9 • machine33 10
date121 item693 7168 0 34,machine04 5 • machine09 4 • machine21 10 • machine23 5 • machine28 10
date217 item1906 8065 0 8,machine29 8
date330 item3335 22142 1 19,machine08 3 • machine09 7 • machine10 7 • machine23 2
date235 item5428 8493 1 4,machine14 4
date026 item1430 22142 0 36,machine09 9 • machine10 12 • machine14 7 • machine29 8
date106 item4579 6498 0 8,machine09 6 • machine10 2
date275 item5558 6498 0 1,machine10 1
date359 item3451 103554 0 9,machine32 9
date240 item4584 13583 0 4,machine09 1 • machine21 1 • machine32 1 • machine33 1
date103 item964 15218 0 6,machine08 1 • machine09 1 • machine14 1 • machine32 1 • machine33 1
date115 item3100 12881 1 9,machine08 4 • machine21 5
date307 item1953 27907 0 20,machine08 6 • machine09 9 • machine29 5
date241 item387 6498 0 2,machine30 2
date331 item1406 106952 0 138,machine05 48 • machine10 25 • machine23 19 • machine28 46
date285 item4525 50351 0 8,machine04 3 • machine09 1 • machine14 2 • machine28 3
date063 item3460 6498 0 1,machine21 1
date297 item2234 6498 0 1,machine21 1
date027 item2923 6498 0 2,machine31 2
date188 item4709 179208 1 7,machine14 7
date298 item3007 6498 0 1,machine21 1
date357 item1066 15015 0 6,machine09 3 • machine22 1 • machine30 1
date032 item6408 6498 1 8,machine22 5 • machine25 3
date088 item2627 6498 0 1,machine28 1
date045 item4474 100388 0 141,machine04 2 • machine05 12 • machine08 14 • machine09 18 • machine14 11 • machine20 13 • machine21 18 • machine28 20 • machine29 14 • machine30 3 • machine32 5 • machine33 2 • machine35 11
date290 item5493 104092 0 136,machine04 46 • machine05 14 • machine10 7 • machine20 27 • machine33 43
date339 item2421 52115 0 2,machine10 2
date014 item2031 6498 0 5,machine08 5
date197 item3205 77242 0 26,machine21 17 • machine28 9
date088 item5913 179208 0 23,machine04 13 • machine20 10
date021 item5545 7168 0 3,machine08 1 • machine30 1
date144 item2242 6516 0 3,machine08 1 • machine10 1 • machine29 1 • machine33 1
date022 item5346 6498 0 1,machine23 1
date267 item3844 8600 0 36,machine08 2 • machine10 7 • machine21 12 • machine22 2 • machine23 13
date088 item5566 179208 0 108,machine05 49 • machine20 59
date173 item1852 52115 0 5,machine28 5
date299 item5858 6516 0 13,machine08 4 • machine10 2 • machine21 3 • machine22 2 • machine28 3
date022 item5084 179208 0 19,machine05 7 • machine16 2 • machine20 10
date178 item6613 27256 0 5,machine24 3 • machine30 1 • machine31 1
date102 item6069 6498 0 3,machine08 3
date305 item648 22142 1 36,machine04 12 • machine08 15 • machine22 4 • machine23 6
date343 item5829 17118 1 44,machine10 9 • machine14 1 • machine21 13 • machine22 11 • machine23 8 • machine35 1
date308 item5068 52115 0 10,machine10 5 • machine28 5
date266 item2552 8065 1 8,machine28 8
date124 item6493 104092 0 148,machine04 19 • machine05 65 • machine20 16 • machine23 11 • machine32 38
date326 item490 179208 0 98,machine01 32 • machine06 29 • machine19 36
date152 item6442 13583 0 4,machine07 1 • machine08 1 • machine23 1 • machine30 1
date095 item3574 6498 0 6,machine34 6
date158 item2764 179208 0 174,machine16 28 • machine19 146
date075 item1981 179208 0 154,machine06 48 • machine19 106
date337 item2362 179208 0 6,machine04 6
date145 item6441 23912 1 57,machine07 1 • machine08 4 • machine14 8 • machine21 6 • machine22 5 • machine23 7 • machine28 4 • machine30 8 • machine34 5 • machine35 8
date270 item1419 52115 1 24,machine14 15 • machine31 9
date143 item3464 40323 0 28,machine10 7 • machine21 1 • machine29 20
date265 item2460 6498 0 4,machine21 4
date231 item691 12881 0 4,machine23 2 • machine28 2
date149 item2550 6498 0 1,machine21 1
date225 item2423 6498 0 1,machine23 1
date197 item2894 26391 0 70,machine08 11 • machine10 12 • machine14 12 • machine21 12 • machine28 9 • machine32 6 • machine33 8
date233 item43 15218 0 6,machine14 1 • machine21 1 • machine22 2 • machine23 1 • machine35 1
date274 item2616 179208 0 56,machine06 13 • machine16 24 • machine19 19
date007 item4430 179208 0 60,machine04 10 • machine10 26 • machine21 24
date179 item5050 6498 1 4,machine23 3 • machine28 1
date182 item1523 179208 0 10,machine32 4 • machine33 6
date030 item585 7149 0 1,machine09 1
date049 item1310 28824 0 4,machine10 2 • machine21 1 • machine35 1
date091 item77 6498 0 2,machine35 2
date106 item6299 145749 1 127,machine04 4 • machine05 5 • machine06 28 • machine14 9 • machine16 26 • machine19 15 • machine20 22 • machine32 19
date180 item4392 8844 0 4,machine21 2 • machine28 1 • machine33 1
date281 item5466 7149 1 1,machine21 1
date200 item2350 106952 0 352,machine01 86 • machine03 128 • machine06 59 • machine19 79
date273 item1571 16801 1 70,machine07 11 • machine14 9 • machine21 7 • machine23 6 • machine24 15 • machine30 12 • machine34 11
date066 item3752 6498 0 1,machine34 1
date211 item5927 15483 0 29,machine08 6 • machine09 8 • machine14 1 • machine21 4 • machine22 3 • machine23 1 • machine28 7
date256 item6299 145749 1 254,machine04 21 • machine05 33 • machine06 55 • machine14 31 • machine16 22 • machine19 40 • machine20 27 • machine32 24
date182 item1103 40772 0 7,machine09 2 • machine10 1 • machine28 3 • machine29 2
date131 item1939 8493 0 8,machine08 8
date234 item4282 86821 0 7,machine04 7
date071 item6500 6498 1 6,machine08 5 • machine09 1
date274 item2111 6498 0 3,machine23 1 • machine28 2
date310 item1181 20126 0 47,machine04 8 • machine08 4 • machine09 2 • machine10 3 • machine21 8 • machine23 9 • machine24 7 • machine31 2 • machine35 3
date286 item4539 7149 1 7,machine28 7
date166 item2373 103554 1 4,machine20 4
date016 item3635 8493 1 2,machine23 2
date052 item1942 179208 0 47,machine03 20 • machine06 11 • machine19 17
date308 item340 6498 0 1,machine21 1
date022 item5644 179208 0 13,machine32 13
date142 item1380 179208 0 31,machine01 3 • machine05 13 • machine16 14
date316 item5069 8065 0 2,machine28 2
date251 item6397 7149 1 7,machine23 4 • machine34 3
date037 item1257 9195 0 48,machine09 3 • machine10 19 • machine21 6 • machine22 13 • machine23 1 • machine28 5
date085 item4265 15218 0 31,machine08 3 • machine09 2 • machine21 9 • machine32 7 • machine33 9
date132 item3224 179208 0 178,machine06 55 • machine19 123
date261 item1054 39812 1 49,machine05 6 • machine08 6 • machine09 8 • machine10 6 • machine14 10 • machine23 10 • machine34 4
date206 item5021 106952 0 144,machine06 52 • machine16 22 • machine17 44 • machine32 26
date021 item5832 6498 0 4,machine09 2 • machine10 2
date318 item2653 8065 0 8,machine21 8
date201 item514 95463 0 254,machine08 31 • machine09 1 • machine10 29 • machine17 19 • machine22 33 • machine23 30 • machine28 18 • machine31 38 • machine34 36 • machine35 18
date036 item110 6516 0 3,machine08 1 • machine30 1
date290 item734 24418 1 98,machine04 15 • machine07 4 • machine08 9 • machine09 11 • machine10 1 • machine14 2 • machine21 7 • machine22 2 • machine23 17 • machine28 5 • machine29 3 • machine33 15 • machine35 7
date152 item2080 179208 0 30,machine19 30
date129 item6097 179208 0 5,machine23 5
date261 item2688 8493 0 4,machine08 2 • machine10 2
date115 item3175 17836 0 4,machine09 1 • machine21 1 • machine29 1
date299 item4224 86821 1 7,machine05 6 • machine09 1
date309 item1501 6498 0 1,machine21 1
date092 item1513 179208 1 30,machine04 13 • machine05 17
date132 item2198 106952 1 226,machine06 12 • machine16 145 • machine17 60 • machine19 9
date144 item5248 104092 0 106,machine05 19 • machine16 13 • machine19 31 • machine20 15 • machine32 27
date210 item6446 179208 0 45,machine01 45
date294 item6319 6498 0 1,machine29 1
date141 item3750 6498 0 1,machine34 1
date283 item1149 41077 0 37,machine08 10 • machine21 13 • machine25 1 • machine28 10 • machine35 4
date339 item19 179208 0 66,machine10 13 • machine21 53
date100 item6318 16724 0 76,machine07 11 • machine08 9 • machine09 16 • machine10 1 • machine21 1 • machine28 20 • machine31 2 • machine34 6 • machine35 10
date060 item6548 109155 0 26,machine07 4 • machine11 2 • machine24 3 • machine29 6 • machine30 2 • machine31 2 • machine35 7
date256 item333 6516 0 12,machine10 4 • machine22 1 • machine30 2 • machine31 2 • machine34 3
date097 item6465 179208 0 23,machine32 23
date338 item5807 6498 0 2,machine34 2
date160 item2074 179208 0 35,machine19 35
date007 item5488 6498 0 5,machine09 5
date020 item5314 104092 1 140,machine05 48 • machine06 15 • machine18 16 • machine20 9 • machine32 52
date090 item6433 11735 0 3,machine29 1
date280 item4312 179208 0 146,machine03 4 • machine06 125 • machine19 16
date075 item5976 6498 0 3,machine34 3
date054 item945 104092 0 784,machine02 158 • machine03 98 • machine06 143 • machine16 180 • machine19 205
date060 item4590 109155 0 266,machine03 57 • machine05 18 • machine06 54 • machine16 37 • machine17 36 • machine19 3 • machine20 61
date251 item229 8493 0 4,machine31 4
date025 item524 179208 0 10,machine10 6 • machine23 4
date319 item463 86821 0 7,machine09 6 • machine28 1
date204 item6582 6557 0 3,machine32 1
date010 item5604 6498 0 2,machine29 2
date228 item1161 32819 0 39,machine04 3 • machine07 3 • machine09 6 • machine14 6 • machine21 5 • machine23 2 • machine31 7 • machine35 6
date118 item3164 8416 0 24,machine08 7 • machine09 1 • machine10 1 • machine21 1 • machine22 1 • machine23 6 • machine28 6
date065 item586 18691 0 2,machine09 2
date311 item6588 77242 1 30,machine24 16 • machine28 14
date060 item1442 24839 1 5,machine30 1
date189 item3140 6498 0 7,machine21 7
date364 item850 37525 0 7,machine04 1 • machine07 1 • machine08 1 • machine14 1 • machine21 1 • machine23 1
date302 item1800 6498 0 1,machine23 1
date046 item506 8416 0 1,nan
date236 item2539 6498 0 6,machine23 6
date186 item1932 13140 0 9,machine08 4 • machine29 5
date192 item4495 179208 0 60,machine04 60
date118 item1156 109083 0 44,machine01 21 • machine32 1 • machine33 22
date115 item3575 6498 0 1,machine08 1
date179 item3649 179208 0 22,machine05 8 • machine32 14
date190 item5711 52115 0 12,machine07 12
date102 item1278 179208 0 56,machine08 31 • machine23 25
date122 item2077 179208 0 54,machine05 21 • machine20 17 • machine32 16
date221 item3690 12881 0 9,machine31 9
date136 item1343 27256 1 2,machine14 1 • machine28 1
date317 item57 73747 0 18,machine10 11 • machine23 6 • machine28 1
date162 item168 6498 0 2,machine10 1 • machine28 1
date141 item3071 179208 0 40,machine20 40
date112 item3361 6498 1 2,machine09 2
date307 item2151 8493 0 8,machine08 4 • machine33 4
date311 item5363 179208 0 5,machine06 5
date340 item6546 29252 0 4,machine21 1 • machine22 1 • machine28 1
date008 item897 6498 0 2,machine34 2
date335 item3644 22344 0 24,machine08 1 • machine14 5 • machine21 7 • machine23 5 • machine28 6
date139 item4566 8416 0 14,machine09 1 • machine10 1 • machine21 5 • machine22 3 • machine23 2 • machine30 1
date189 item3832 15015 0 50,machine10 10 • machine14 18 • machine28 12 • machine31 10
date321 item693 7168 1 17,machine04 2 • machine09 4 • machine21 3 • machine23 2 • machine28 6
date019 item5228 6498 1 1,machine14 1
date358 item962 98424 0 438,machine01 13 • machine03 91 • machine05 37 • machine06 9 • machine16 85 • machine17 43 • machine18 58 • machine19 29 • machine20 21 • machine32 12 • machine33 40
date244 item05 52115 1 2,machine08 2
date170 item1117 29252 0 4,machine21 1 • machine22 2
date262 item4914 6498 0 1,machine08 1
date084 item71 6498 0 1,machine22 1
date323 item339 6498 0 2,machine08 1 • machine21 1
date103 item3713 104092 0 70,machine01 20 • machine06 5 • machine16 25 • machine17 19 • machine19 2
date346 item6030 8065 0 8,machine30 8
date247 item531 52115 0 6,machine35 6
date291 item2102 179208 0 32,machine33 32
date091 item2772 18691 0 5,machine09 5
date258 item1594 81204 1 8,machine10 6 • machine23 2
date031 item5543 179208 0 50,machine04 46 • machine09 4
date273 item6442 13583 0 27,machine07 4 • machine08 4 • machine14 7 • machine21 5 • machine23 4 • machine30 3
date020 item1534 73747 0 36,machine08 7 • machine14 13 • machine34 17
date240 item2587 179208 0 38,machine05 8 • machine20 30
date299 item4732 179208 0 13,machine07 13
date190 item3656 106952 0 392,machine02 100 • machine06 168 • machine16 76 • machine19 48
date200 item4598 22344 1 46,machine04 18 • machine08 12 • machine10 5 • machine31 9 • machine34 3
date255 item836 179208 0 6,machine23 6
date003 item4503 10156 0 3,machine28 1 • machine30 1 • machine31 1
date088 item1952 6498 0 10,machine08 1 • machine28 9
date162 item806 6498 0 5,machine08 4 • machine09 1
date335 item3690 12881 0 4,machine31 4
date037 item3714 104092 1 886,machine01 34 • machine06 3 • machine16 49 • machine17 375 • machine19 426
date164 item5491 8065 0 8,machine35 8
date342 item5392 12881 0 4,machine08 4
date288 item4692 81204 0 16,machine32 8 • machine33 8
date214 item312 11941 0 2,nan
date204 item4426 6498 0 2,machine31 2
date238 item6082 6498 0 6,machine14 6
date281 item01 103554 0 4,machine09 4
date102 item1323 86821 0 8,machine13 8
date331 item892 6332 0 2,machine08 1 • machine14 1
date028 item3623 52115 0 11,machine28 11
date181 item1443 100388 1 11,machine01 1 • machine04 1 • machine05 1 • machine08 1 • machine09 1 • machine10 1 • machine22 1 • machine29 1 • machine33 1
date178 item5957 13140 0 5,machine23 3 • machine28 2
date353 item2809 179208 1 55,machine06 55
date057 item845 109155 0 90,machine08 9 • machine09 16 • machine14 22 • machine16 25 • machine21 2 • machine23 16
date172 item2566 20343 0 98,machine04 37 • machine09 5 • machine14 12 • machine21 27 • machine23 16
date312 item2332 179208 0 24,machine04 24
date294 item4143 86821 0 15,machine30 15
date108 item4742 113012 1 26,machine07 5 • machine10 6 • machine14 15
date019 item6057 179208 0 90,machine03 90
date297 item1240 105576 0 186,machine07 18 • machine08 10 • machine09 36 • machine14 18 • machine21 35 • machine23 24 • machine28 9 • machine33 34 • machine35 2
date199 item1172 27256 0 2,machine31 1 • machine35 1
date356 item4469 8493 0 9,machine22 9
date261 item6288 179208 1 50,machine04 10 • machine21 23 • machine34 17
date344 item1590 6498 1 10,machine14 6 • machine28 4
date312 item2736 27256 0 14,machine08 3 • machine09 8 • machine30 3
date115 item2710 6498 1 2,machine10 2
date178 item5586 179208 1 65,machine04 5 • machine05 49 • machine20 11
date018 item2197 43171 0 34,machine05 7 • machine20 9 • machine21 9 • machine33 9
date085 item1951 6498 0 1,machine08 1
date090 item548 109155 0 14,machine05 2 • machine06 2 • machine18 2 • machine19 1 • machine20 2 • machine32 2 • machine33 3
date248 item790 22142 1 19,machine08 2 • machine09 10 • machine14 5 • machine21 2
date308 item3152 179208 1 22,machine05 22
date306 item5669 6498 0 1,machine23 1
date128 item3591 179208 0 13,machine08 1 • machine21 6 • machine23 7
date358 item5503 106952 0 74,machine02 24 • machine03 20 • machine16 7 • machine19 23
date148 item1143 20470 0 3,machine08 1 • machine28 1
date213 item4437 18691 0 2,machine22 2
date363 item1855 103554 0 18,machine32 18
date102 item5499 8844 1 30,machine08 12 • machine09 3 • machine21 10 • machine35 5
date051 item2276 12881 0 9,machine10 9
date247 item2702 52115 0 3,machine28 3
date331 item2684 366680 0 178,machine04 20 • machine05 7 • machine09 26 • machine14 24 • machine20 26 • machine21 30 • machine23 25 • machine28 20
date289 item1813 81204 0 17,machine19 17
date273 item4013 12881 0 4,machine28 4
date347 item85 18691 0 18,machine21 8 • machine31 10
date051 item5808 81204 0 8,machine05 8
date226 item2638 73747 1 40,machine10 12 • machine28 12 • machine29 17
date335 item927 52115 0 6,machine09 1 • machine21 5
date255 item5018 6498 0 12,machine31 4 • machine34 8
date017 item5833 6498 1 5,machine22 2 • machine30 3
date135 item1158 45374 0 58,machine04 4 • machine08 13 • machine09 18 • machine10 7 • machine21 1 • machine23 11 • machine28 4
date161 item2823 86821 0 7,machine23 7
date192 item3592 179208 0 44,machine32 44
date156 item3926 179208 0 42,machine05 23 • machine20 19
date117 item1664 179208 0 5,machine33 5
date360 item809 11735 1 2,nan
date293 item152 9195 0 20,machine04 2 • machine05 1 • machine08 1 • machine09 9 • machine15 7
date254 item4120 102669 0 8,machine04 3 • machine10 2 • machine28 3
date174 item734 24418 0 7,machine04 1 • machine08 1 • machine10 1 • machine18 1 • machine28 1
date217 item2360 12881 0 2,machine14 2
