sample_id,item_id,time_id,quantity
Sample_1711,item6571,date107,2
Sample_1711,item2890,date115,1
Sample_1711,item4998,date135,24
Sample_1711,item1029,date154,370
Sample_1711,item6498,date205,8
Sample_1711,item6504,date205,32
Sample_1711,item3428,date314,14
Sample_1712,item4785,date025,148
Sample_1712,item5973,date050,37
Sample_1712,item3090,date084,111
Sample_1712,item3453,date088,4
Sample_1712,item3765,date115,31
Sample_1712,item1335,date132,12
Sample_1712,item5833,date193,2
Sample_1712,item5539,date271,12
Sample_1712,item2980,date276,3
Sample_1712,item2499,date348,12
Sample_1713,item3846,date036,98
Sample_1713,item3939,date037,8
Sample_1713,item5348,date057,26
Sample_1713,item4571,date062,50
Sample_1713,item812,date140,6
Sample_1713,item5972,date158,17
Sample_1713,item6356,date194,20
Sample_1713,item585,date217,7
Sample_1713,item1626,date252,1
Sample_1713,item4744,date330,8
Sample_1714,item1842,date007,1
Sample_1714,item4420,date016,3
Sample_1714,item5894,date032,12
Sample_1714,item172,date109,50
Sample_1714,item1169,date112,72
Sample_1714,item1905,date140,5
Sample_1714,item3494,date259,15
Sample_1714,item4085,date295,202
Sample_1714,item2675,date343,2
Sample_1714,item5131,date363,6
Sample_1715,item2634,date033,46
Sample_1715,item6470,date132,54
Sample_1715,item409,date135,94
Sample_1715,item1336,date152,8
Sample_1715,item5067,date152,20
Sample_1715,item1368,date195,47
Sample_1715,item3420,date248,2
Sample_1715,item86,date275,1
Sample_1715,item3401,date335,33
Sample_1715,item4703,date358,16
Sample_1716,item3695,date015,34
Sample_1716,item4080,date019,2
Sample_1716,item2021,date090,48
Sample_1716,item1707,date100,2
Sample_1716,item269,date199,2
Sample_1716,item2705,date214,48
Sample_1716,item5947,date246,8
Sample_1716,item6308,date268,4
Sample_1716,item293,date297,3
Sample_1716,item2911,date324,812
Sample_1717,item2295,date050,1
Sample_1717,item5497,date062,4
Sample_1717,item632,date064,22
Sample_1717,item792,date067,8
Sample_1717,item65,date097,8
Sample_1717,item1275,date130,30
Sample_1717,item4429,date172,10
Sample_1717,item2893,date239,1
Sample_1717,item4006,date262,7
Sample_1717,item1154,date322,16
Sample_1718,item3239,date011,5
Sample_1718,item1473,date017,80
Sample_1718,item415,date100,18
Sample_1718,item1615,date172,9
Sample_1718,item6237,date249,11
Sample_1718,item4287,date284,1
Sample_1718,item458,date319,80
Sample_1718,item586,date328,4
Sample_1718,item5573,date351,36
Sample_1718,item1036,date360,7
Sample_1719,item5731,date057,1
Sample_1719,item5531,date058,6
Sample_1719,item5451,date094,1
Sample_1719,item3112,date121,26
Sample_1719,item3213,date208,27
Sample_1719,item3257,date220,8
Sample_1719,item2034,date287,3
Sample_1719,item379,date296,1
Sample_1719,item5277,date313,1
Sample_1719,item6010,date346,62
Sample_1720,item625,date147,8
Sample_1720,item5061,date176,84
Sample_1720,item6011,date206,5
Sample_1720,item4792,date215,252
Sample_1720,item3503,date256,1
Sample_1720,item4130,date257,2
Sample_1720,item4263,date264,24
Sample_1720,item3475,date294,44
Sample_1720,item4743,date325,4
Sample_1720,item2505,date340,7
Sample_1721,item2153,date004,6
Sample_1721,item5857,date004,24
Sample_1721,item1394,date096,21
Sample_1721,item4607,date119,106
Sample_1721,item5999,date145,3
Sample_1721,item6075,date159,10
Sample_1721,item51,date174,30
Sample_1721,item4471,date191,7
Sample_1721,item6489,date199,56
Sample_1721,item2692,date361,7
Sample_1722,item2824,date025,4
Sample_1722,item2452,date083,86
Sample_1722,item3265,date096,400
Sample_1722,item4103,date097,66
Sample_1722,item5065,date108,62
Sample_1722,item4045,date147,11
Sample_1722,item2000,date208,5
Sample_1722,item3584,date239,269
Sample_1722,item6003,date284,4
Sample_1722,item213,date365,4
Sample_1723,item6306,date007,4
Sample_1723,item1089,date052,6
Sample_1723,item1825,date091,5
Sample_1723,item627,date106,1
Sample_1723,item5328,date151,88
Sample_1723,item5348,date164,78
Sample_1723,item4933,date175,4
Sample_1723,item4654,date266,10
Sample_1723,item1046,date319,334
Sample_1723,item316,date327,18
Sample_1724,item5364,date015,27
Sample_1724,item560,date152,2
Sample_1724,item6026,date173,20
Sample_1724,item725,date188,42
Sample_1724,item4803,date217,183
Sample_1724,item1961,date239,73
Sample_1724,item3067,date258,7
Sample_1724,item5992,date287,1
Sample_1724,item5369,date309,8
Sample_1724,item424,date362,20
Sample_1725,item2235,date021,1
Sample_1725,item5600,date037,4
Sample_1725,item5079,date080,176
Sample_1725,item418,date183,54
Sample_1725,item2066,date209,4
Sample_1725,item5510,date216,2
Sample_1725,item1347,date235,20
Sample_1725,item5514,date257,8
Sample_1725,item604,date258,7
Sample_1725,item763,date346,144
Sample_1726,item2752,date027,5
Sample_1726,item2807,date036,8
Sample_1726,item6112,date036,188
Sample_1726,item1278,date042,28
Sample_1726,item317,date150,1
Sample_1726,item728,date200,94
Sample_1726,item786,date217,5
Sample_1726,item2370,date233,84
Sample_1726,item2327,date294,3
Sample_1726,item3881,date306,34
Sample_1727,item1997,date016,6
Sample_1727,item5580,date067,3
Sample_1727,item1095,date082,6
Sample_1727,item5120,date168,17
Sample_1727,item5662,date214,13
Sample_1727,item1186,date219,6
Sample_1727,item2673,date232,8
Sample_1727,item4980,date242,6
Sample_1727,item524,date269,42
Sample_1727,item6332,date311,10
Sample_1728,item2416,date009,3
Sample_1728,item4790,date036,21
Sample_1728,item4955,date062,2
Sample_1728,item5052,date145,8
Sample_1728,item4796,date242,12
Sample_1728,item5341,date254,7
Sample_1728,item561,date298,10
Sample_1728,item630,date300,6
Sample_1728,item1551,date312,102
Sample_1728,item5067,date360,5
Sample_1729,item3840,date002,44
Sample_1729,item3188,date066,20
Sample_1729,item2025,date164,2
Sample_1729,item4814,date209,130
Sample_1729,item3339,date254,130
Sample_1729,item4352,date254,6
Sample_1729,item2375,date285,130
Sample_1729,item4681,date301,4
Sample_1729,item3173,date324,6
Sample_1729,item5684,date333,40
Sample_1730,item4379,date093,32
Sample_1730,item5158,date097,84
Sample_1730,item334,date130,3
Sample_1730,item5948,date154,3
Sample_1730,item3517,date194,15
Sample_1730,item3644,date201,48
Sample_1730,item2887,date228,1
Sample_1730,item5864,date261,12
Sample_1730,item4012,date292,3
Sample_1730,item4141,date301,75
Sample_1731,item2016,date028,5
Sample_1731,item682,date052,24
Sample_1731,item3694,date062,10
Sample_1731,item6553,date087,17
Sample_1731,item1661,date139,1
Sample_1731,item6360,date143,9
Sample_1731,item235,date163,4
Sample_1731,item2462,date167,16
Sample_1731,item3088,date205,1
Sample_1731,item1184,date344,10
Sample_1732,item6503,date049,41
Sample_1732,item1762,date064,174
Sample_1732,item2667,date156,50
Sample_1732,item6135,date159,3
Sample_1732,item92,date172,2
Sample_1732,item981,date188,198
Sample_1732,item4424,date218,42
Sample_1732,item4512,date220,10
Sample_1732,item1021,date307,66
Sample_1732,item3255,date320,15
Sample_1733,item1188,date018,12
Sample_1733,item3561,date059,2
Sample_1733,item314,date131,2
Sample_1733,item2841,date146,1
Sample_1733,item4000,date148,59
Sample_1733,item4232,date205,4
Sample_1733,item2178,date336,3
Sample_1733,item4161,date336,6
Sample_1733,item5936,date354,74
Sample_1733,item914,date359,10
Sample_1734,item6120,date013,20
Sample_1734,item6358,date019,33
Sample_1734,item5776,date050,2
Sample_1734,item4826,date066,141
Sample_1734,item3525,date092,4
Sample_1734,item3225,date096,254
Sample_1734,item936,date185,20
Sample_1734,item3322,date198,2
Sample_1734,item2573,date233,12
Sample_1734,item2079,date237,85
Sample_1735,item6604,date031,70
Sample_1735,item1207,date052,20
Sample_1735,item558,date096,25
Sample_1735,item290,date140,1
Sample_1735,item1809,date199,6
Sample_1735,item2871,date244,264
Sample_1735,item3864,date277,11
Sample_1735,item2738,date327,4
Sample_1735,item1668,date339,7
Sample_1735,item668,date353,40
Sample_1736,item3049,date030,1
Sample_1736,item1904,date124,4
Sample_1736,item2259,date139,1
Sample_1736,item4345,date154,5
Sample_1736,item6131,date155,172
Sample_1736,item470,date163,9
Sample_1736,item2055,date165,2
Sample_1736,item627,date245,8
Sample_1736,item597,date302,1
Sample_1736,item5120,date361,34
Sample_1737,item3147,date002,3
Sample_1737,item3404,date006,5
Sample_1737,item4207,date021,31
Sample_1737,item5255,date110,60
Sample_1737,item1473,date186,8
Sample_1737,item4926,date213,7
Sample_1737,item1968,date231,2
Sample_1737,item2950,date308,20
Sample_1737,item1389,date315,118
Sample_1737,item517,date318,486
Sample_1738,item158,date028,11
Sample_1738,item4730,date061,2
Sample_1738,item230,date078,1
Sample_1738,item3252,date116,8
Sample_1738,item4570,date172,39
Sample_1738,item1634,date273,1
Sample_1738,item2581,date285,23
Sample_1738,item388,date291,42
Sample_1738,item1015,date295,51
Sample_1738,item5201,date326,4
Sample_1739,item1543,date013,52
Sample_1739,item6570,date031,1
Sample_1739,item4384,date082,30
Sample_1739,item5731,date122,1
Sample_1739,item5752,date132,100
Sample_1739,item3607,date133,1
Sample_1739,item4145,date196,172
Sample_1739,item1961,date203,146
Sample_1739,item1605,date262,3
Sample_1739,item33,date265,20
Sample_1740,item3891,date022,14
Sample_1740,item670,date028,7
Sample_1740,item3441,date052,17
Sample_1740,item1003,date100,53
Sample_1740,item1280,date177,26
Sample_1740,item4494,date263,13
Sample_1740,item2762,date291,3
Sample_1740,item840,date322,28
Sample_1740,item3134,date335,3
Sample_1740,item2574,date346,1
Sample_1741,item6470,date037,18
Sample_1741,item5075,date041,8
Sample_1741,item4503,date068,48
Sample_1741,item3353,date073,9
Sample_1741,item5341,date086,26
Sample_1741,item575,date109,17
Sample_1741,item3602,date245,5
Sample_1741,item5965,date269,18
Sample_1741,item307,date305,1
Sample_1741,item1791,date310,3
Sample_1742,item3577,date027,10
Sample_1742,item5091,date048,1
Sample_1742,item6566,date076,36
Sample_1742,item2917,date085,32
Sample_1742,item6254,date110,45
Sample_1742,item205,date135,6
Sample_1742,item3122,date172,36
Sample_1742,item3967,date227,3
Sample_1742,item2425,date295,4
Sample_1742,item109,date341,68
Sample_1743,item4479,date014,58
Sample_1743,item4806,date017,1
Sample_1743,item1277,date028,31
Sample_1743,item2804,date073,3
Sample_1743,item2207,date103,1
Sample_1743,item4467,date105,1
Sample_1743,item6251,date124,8
Sample_1743,item3588,date176,22
Sample_1743,item4252,date214,15
Sample_1743,item2508,date298,2
Sample_1744,item2194,date046,15
Sample_1744,item3558,date131,1
Sample_1744,item5501,date133,1
Sample_1744,item3502,date138,4
Sample_1744,item2105,date147,10
Sample_1744,item363,date166,29
Sample_1744,item5258,date270,64
Sample_1744,item6422,date326,30
Sample_1744,item3022,date340,9
Sample_1744,item205,date354,31
Sample_1745,item2701,date009,8
Sample_1745,item1605,date072,1
Sample_1745,item2704,date079,1
Sample_1745,item1184,date105,3
Sample_1745,item1068,date166,62
Sample_1745,item3422,date166,22
Sample_1745,item6402,date173,3
Sample_1745,item6542,date233,8
Sample_1745,item2059,date318,6
Sample_1745,item2963,date351,20
Sample_1746,item1233,date003,46
Sample_1746,item609,date031,42
Sample_1746,item3087,date063,4
Sample_1746,item5329,date135,5
Sample_1746,item6108,date160,38
Sample_1746,item735,date189,3
Sample_1746,item3805,date190,32
Sample_1746,item431,date263,12
Sample_1746,item6310,date329,166
Sample_1746,item59,date340,1
Sample_1747,item4240,date062,76
Sample_1747,item4649,date076,174
Sample_1747,item5848,date137,1
Sample_1747,item5754,date140,34
Sample_1747,item349,date185,6
Sample_1747,item3250,date197,2
Sample_1747,item4223,date209,7
Sample_1747,item2882,date262,3
Sample_1747,item933,date352,4
Sample_1747,item2567,date362,15
Sample_1748,item5239,date061,4
Sample_1748,item6523,date067,4
Sample_1748,item6531,date085,3
Sample_1748,item1972,date172,16
Sample_1748,item927,date254,12
Sample_1748,item4408,date256,418
Sample_1748,item5985,date269,30
Sample_1748,item2895,date293,2
Sample_1748,item6413,date299,2
Sample_1748,item1883,date357,3
Sample_1749,item5856,date001,22
Sample_1749,item4970,date012,16
Sample_1749,item4876,date043,1
Sample_1749,item4294,date045,102
Sample_1749,item2912,date092,47
Sample_1749,item2110,date134,1
Sample_1749,item1710,date191,4
Sample_1749,item1654,date243,1
Sample_1749,item2774,date292,6
Sample_1749,item179,date326,4
Sample_1750,item4480,date016,5
Sample_1750,item6459,date069,3
Sample_1750,item3925,date097,254
Sample_1750,item4769,date135,20
Sample_1750,item1154,date141,32
Sample_1750,item3150,date212,20
Sample_1750,item4381,date297,30
Sample_1750,item212,date305,12
Sample_1750,item4333,date308,24
Sample_1750,item5767,date353,27
Sample_1751,item2121,date033,1
Sample_1751,item4343,date035,23
Sample_1751,item1191,date053,3
Sample_1751,item4220,date098,3
Sample_1751,item641,date141,14
Sample_1751,item2096,date170,16
Sample_1751,item237,date223,62
Sample_1751,item528,date289,42
Sample_1751,item3550,date335,180
Sample_1751,item3223,date344,102
Sample_1752,item2956,date029,1
Sample_1752,item271,date045,2
Sample_1752,item1638,date051,12
Sample_1752,item6357,date086,4
Sample_1752,item2227,date236,6
Sample_1752,item3523,date281,72
Sample_1752,item4693,date300,50
Sample_1752,item3494,date321,7
Sample_1752,item4444,date334,1
Sample_1752,item3194,date355,10
Sample_1753,item320,date030,2
Sample_1753,item5062,date063,26
Sample_1753,item6042,date066,1
Sample_1753,item3017,date177,2
Sample_1753,item3772,date251,3
Sample_1753,item4932,date252,17
Sample_1753,item1281,date291,36
Sample_1753,item5367,date303,52
Sample_1753,item953,date328,40
Sample_1753,item2309,date365,1
Sample_1754,item2237,date069,5
Sample_1754,item3001,date071,20
Sample_1754,item2377,date083,26
Sample_1754,item1558,date140,4
Sample_1754,item1832,date156,10
Sample_1754,item2815,date165,10
Sample_1754,item2161,date221,30
Sample_1754,item5401,date281,1
Sample_1754,item5572,date314,12
Sample_1754,item6585,date339,2
Sample_1755,item4110,date036,3
Sample_1755,item735,date076,39
Sample_1755,item3324,date092,2
Sample_1755,item83,date123,4
Sample_1755,item300,date147,30
Sample_1755,item6073,date173,44
Sample_1755,item6427,date204,262
Sample_1755,item4560,date243,13
Sample_1755,item2664,date321,1
Sample_1755,item2463,date333,36
Sample_1756,item176,date019,14
Sample_1756,item1500,date034,13
Sample_1756,item4516,date071,3
Sample_1756,item1159,date106,184
Sample_1756,item4169,date121,49
Sample_1756,item6418,date154,8
Sample_1756,item4807,date242,3
Sample_1756,item623,date269,1
Sample_1756,item2223,date331,4
Sample_1756,item6033,date339,78
Sample_1757,item476,date138,43
Sample_1757,item3975,date180,5
Sample_1757,item3572,date221,1
Sample_1757,item390,date239,256
Sample_1757,item232,date266,3
Sample_1757,item6227,date270,2
Sample_1757,item1430,date297,18
Sample_1757,item723,date310,2
Sample_1757,item2641,date320,4
Sample_1757,item169,date350,3
Sample_1758,item1774,date012,24
Sample_1758,item5736,date025,28
Sample_1758,item865,date027,8
Sample_1758,item351,date055,16
Sample_1758,item268,date086,2
Sample_1758,item1320,date212,7
Sample_1758,item4835,date282,23
Sample_1758,item651,date284,7
Sample_1758,item141,date351,9
Sample_1758,item220,date353,12
Sample_1759,item3340,date024,14
Sample_1759,item6549,date095,2
Sample_1759,item3797,date107,20
Sample_1759,item3607,date117,2
Sample_1759,item962,date144,20
Sample_1759,item3985,date155,1
Sample_1759,item5959,date194,1
Sample_1759,item946,date214,52
Sample_1759,item854,date271,4
Sample_1759,item5946,date299,11
Sample_1760,item3432,date004,4
Sample_1760,item6140,date032,18
Sample_1760,item2339,date053,8
Sample_1760,item5046,date091,1
Sample_1760,item1530,date095,3
Sample_1760,item1959,date110,2
Sample_1760,item4951,date279,3
Sample_1760,item3595,date315,11
Sample_1760,item6563,date321,11
Sample_1760,item595,date340,20
Sample_1761,item928,date023,14
Sample_1761,item4107,date046,5
Sample_1761,item1904,date051,2
Sample_1761,item3266,date093,4
Sample_1761,item4039,date113,6
Sample_1761,item2120,date147,15
Sample_1761,item4047,date151,1
Sample_1761,item278,date160,1
Sample_1761,item5190,date182,174
Sample_1761,item3000,date318,5
Sample_1762,item3951,date028,11
Sample_1762,item1304,date048,26
Sample_1762,item1591,date090,1
Sample_1762,item3086,date107,44
Sample_1762,item3219,date130,6
Sample_1762,item5919,date210,18
Sample_1762,item5671,date256,58
Sample_1762,item1473,date270,40
Sample_1762,item5489,date279,5
Sample_1762,item561,date361,20
Sample_1763,item1923,date065,13
Sample_1763,item3608,date065,7
Sample_1763,item4485,date088,4
Sample_1763,item1974,date089,14
Sample_1763,item4945,date138,7
Sample_1763,item3841,date200,17
Sample_1763,item5918,date291,5
Sample_1763,item3258,date311,4
Sample_1763,item444,date311,5
Sample_1763,item5698,date356,3
Sample_1764,item2321,date001,102
Sample_1764,item2468,date037,26
Sample_1764,item6190,date044,15
Sample_1764,item5460,date121,5
Sample_1764,item1793,date149,1
Sample_1764,item3275,date154,12
Sample_1764,item2456,date165,3
Sample_1764,item63,date254,2
Sample_1764,item1207,date277,2
Sample_1764,item6040,date300,26
Sample_1765,item3445,date005,7
Sample_1765,item4532,date019,9
Sample_1765,item777,date052,2
Sample_1765,item6067,date102,1
Sample_1765,item502,date119,47
Sample_1765,item6278,date137,3
Sample_1765,item6228,date188,32
Sample_1765,item6341,date280,134
Sample_1765,item1223,date302,120
Sample_1765,item3044,date345,1
Sample_1766,item3198,date033,4
Sample_1766,item1263,date064,13
Sample_1766,item4794,date134,8
Sample_1766,item867,date150,10
Sample_1766,item3509,date159,11
Sample_1766,item1269,date176,10
Sample_1766,item6437,date239,3
Sample_1766,item2895,date262,1
Sample_1766,item4920,date281,180
Sample_1766,item182,date289,9
Sample_1767,item2386,date033,7
Sample_1767,item2591,date062,48
Sample_1767,item935,date078,24
Sample_1767,item958,date118,22
Sample_1767,item209,date158,72
Sample_1767,item21,date162,4
Sample_1767,item1274,date237,3
Sample_1767,item5487,date240,10
Sample_1767,item2899,date244,1
Sample_1767,item1875,date291,3
Sample_1768,item656,date008,2
Sample_1768,item5422,date032,29
Sample_1768,item3026,date047,78
Sample_1768,item5298,date108,620
Sample_1768,item4403,date162,5
Sample_1768,item5763,date190,1
Sample_1768,item1255,date241,46
Sample_1768,item1251,date244,68
Sample_1768,item2949,date324,10
Sample_1768,item3010,date355,6
Sample_1769,item4939,date047,30
Sample_1769,item713,date050,15
Sample_1769,item415,date051,9
Sample_1769,item332,date114,10
Sample_1769,item4654,date152,80
Sample_1769,item3981,date277,31
Sample_1769,item1772,date279,80
Sample_1769,item2248,date307,6
Sample_1769,item5943,date326,50
Sample_1769,item6257,date343,22
Sample_1770,item3539,date046,22
Sample_1770,item4867,date075,13
Sample_1770,item2588,date111,1
Sample_1770,item6280,date170,34
Sample_1770,item5891,date180,13
Sample_1770,item924,date193,62
Sample_1770,item1660,date235,22
Sample_1770,item3419,date258,26
Sample_1770,item781,date283,3
Sample_1770,item1081,date316,26
Sample_1771,item4083,date015,108
Sample_1771,item4914,date033,3
Sample_1771,item6025,date152,4
Sample_1771,item623,date164,12
Sample_1771,item19,date221,33
Sample_1771,item1969,date224,2
Sample_1771,item1491,date226,4
Sample_1771,item810,date268,9
Sample_1771,item688,date334,40
Sample_1771,item3126,date341,1
Sample_1772,item5898,date128,18
Sample_1772,item6141,date143,1
Sample_1772,item4907,date171,102
Sample_1772,item1762,date198,87
Sample_1772,item1937,date211,360
Sample_1772,item1640,date213,10
Sample_1772,item2841,date213,3
Sample_1772,item4469,date246,4
Sample_1772,item5295,date264,31
Sample_1772,item5590,date341,5
Sample_1773,item2699,date001,12
Sample_1773,item5777,date006,7
Sample_1773,item346,date016,2
Sample_1773,item5375,date066,2
Sample_1773,item3268,date069,2
Sample_1773,item626,date134,36
Sample_1773,item3766,date158,16
Sample_1773,item985,date204,100
Sample_1773,item4611,date248,4
Sample_1773,item1007,date313,356
Sample_1774,item4534,date015,7
Sample_1774,item3715,date093,23
Sample_1774,item3653,date142,33
Sample_1774,item3112,date144,52
Sample_1774,item1149,date224,74
Sample_1774,item6159,date243,5
Sample_1774,item6043,date307,5
Sample_1774,item5366,date321,1
Sample_1774,item4642,date328,7
Sample_1774,item3452,date351,2
Sample_1775,item2661,date020,4
Sample_1775,item3300,date029,3
Sample_1775,item1237,date035,6
Sample_1775,item1760,date064,66
Sample_1775,item2265,date095,5
Sample_1775,item2451,date104,18
Sample_1775,item5257,date162,12
Sample_1775,item318,date214,10
Sample_1775,item516,date227,19
Sample_1775,item3026,date282,19
Sample_1776,item686,date007,12
Sample_1776,item1285,date121,6
Sample_1776,item186,date121,5
Sample_1776,item1879,date134,90
Sample_1776,item3039,date162,36
Sample_1776,item4992,date180,2
Sample_1776,item2890,date191,3
Sample_1776,item4229,date295,1
Sample_1776,item941,date302,1044
Sample_1776,item96,date302,3
Sample_1777,item1854,date049,3
Sample_1777,item5797,date051,138
Sample_1777,item2526,date081,4
Sample_1777,item2531,date148,21
Sample_1777,item2806,date155,6
Sample_1777,item2654,date157,3
Sample_1777,item512,date167,2
Sample_1777,item6389,date202,8
Sample_1777,item1287,date325,4
Sample_1777,item463,date363,30
Sample_1778,item348,date014,1
Sample_1778,item5290,date027,52
Sample_1778,item2261,date096,24
Sample_1778,item4241,date166,2
Sample_1778,item1722,date174,3
Sample_1778,item2540,date186,4
Sample_1778,item4635,date244,23
Sample_1778,item1158,date282,9
Sample_1778,item982,date284,3
Sample_1778,item5090,date301,24
Sample_1779,item900,date012,3
Sample_1779,item3340,date050,7
Sample_1779,item4516,date070,1
Sample_1779,item6357,date088,2
Sample_1779,item545,date095,5
Sample_1779,item5885,date110,1
Sample_1779,item3315,date171,4
Sample_1779,item4625,date280,32
Sample_1779,item1921,date299,6
Sample_1779,item37,date341,96
Sample_1780,item4804,date085,3
Sample_1780,item2790,date113,20
Sample_1780,item2191,date159,2
Sample_1780,item2676,date189,14
Sample_1780,item4447,date199,26
Sample_1780,item1793,date211,3
Sample_1780,item741,date272,16
Sample_1780,item274,date276,12
Sample_1780,item4291,date349,4
Sample_1780,item5825,date363,1
Sample_1781,item1034,date018,50
Sample_1781,item3031,date032,5
Sample_1781,item4841,date086,14
Sample_1781,item3329,date099,4
Sample_1781,item3629,date200,2
Sample_1781,item4781,date228,8
Sample_1781,item5107,date254,29
Sample_1781,item637,date277,36
Sample_1781,item1422,date339,98
Sample_1781,item4453,date355,14
Sample_1782,item2588,date059,2
Sample_1782,item3237,date070,7
Sample_1782,item5465,date088,11
Sample_1782,item2857,date099,3
Sample_1782,item4021,date112,3
Sample_1782,item358,date149,5
Sample_1782,item374,date157,4
Sample_1782,item3543,date315,15
Sample_1782,item1107,date349,16
Sample_1782,item4971,date356,34
Sample_1783,item1130,date003,125
Sample_1783,item16,date005,13
Sample_1783,item4251,date024,14
Sample_1783,item5407,date136,27
Sample_1783,item3513,date146,1
Sample_1783,item581,date147,9
Sample_1783,item966,date201,460
Sample_1783,item1645,date239,2
Sample_1783,item4560,date311,40
Sample_1783,item3924,date350,7
Sample_1784,item6612,date003,45
Sample_1784,item144,date052,5
Sample_1784,item5044,date071,1
Sample_1784,item294,date132,46
Sample_1784,item5554,date146,13
Sample_1784,item4527,date182,430
Sample_1784,item4675,date194,37
Sample_1784,item6487,date212,28
Sample_1784,item4153,date215,10
Sample_1784,item6420,date264,264
Sample_1785,item5018,date053,6
Sample_1785,item6394,date055,372
Sample_1785,item2873,date062,62
Sample_1785,item3073,date067,9
Sample_1785,item68,date196,5
Sample_1785,item6563,date243,46
Sample_1785,item3034,date275,2
Sample_1785,item5019,date312,1
Sample_1785,item1848,date330,40
Sample_1785,item3732,date349,28
Sample_1786,item5379,date012,86
Sample_1786,item4031,date023,23
Sample_1786,item1675,date047,79
Sample_1786,item4770,date052,71
Sample_1786,item5005,date057,1
Sample_1786,item1267,date127,42
Sample_1786,item3953,date132,16
Sample_1786,item4435,date207,468
Sample_1786,item5124,date220,32
Sample_1786,item2984,date316,5
Sample_1787,item3299,date066,6
Sample_1787,item28,date093,2
Sample_1787,item4571,date113,100
Sample_1787,item3384,date132,37
Sample_1787,item6362,date146,70
Sample_1787,item3005,date253,1
Sample_1787,item5112,date290,32
Sample_1787,item4720,date294,35
Sample_1787,item6101,date294,4
Sample_1787,item1678,date305,19
Sample_1788,item1923,date016,40
Sample_1788,item6157,date053,24
Sample_1788,item298,date055,16
Sample_1788,item3171,date094,5
Sample_1788,item6071,date136,6
Sample_1788,item2480,date190,3
Sample_1788,item6150,date197,44
Sample_1788,item3614,date208,10
Sample_1788,item5520,date230,1
Sample_1788,item656,date252,4
Sample_1789,item2096,date043,8
Sample_1789,item3593,date044,112
Sample_1789,item4925,date056,126
Sample_1789,item763,date100,72
Sample_1789,item5334,date136,9
Sample_1789,item3684,date155,29
Sample_1789,item4801,date205,3
Sample_1789,item926,date208,5
Sample_1789,item2561,date260,20
Sample_1789,item4482,date268,17
Sample_1790,item4233,date020,6
Sample_1790,item5786,date043,13
Sample_1790,item4455,date137,8
Sample_1790,item4891,date222,45
Sample_1790,item530,date226,34
Sample_1790,item196,date268,1
Sample_1790,item2008,date271,10
Sample_1790,item3236,date280,90
Sample_1790,item2507,date296,3
Sample_1790,item4414,date327,16
Sample_1791,item1987,date003,13
Sample_1791,item6336,date025,12
Sample_1791,item2479,date042,2
Sample_1791,item3706,date063,26
Sample_1791,item4171,date097,2
Sample_1791,item324,date131,12
Sample_1791,item3962,date149,228
Sample_1791,item584,date193,6
Sample_1791,item2660,date261,1
Sample_1791,item2645,date361,3
Sample_1792,item1712,date033,140
Sample_1792,item01,date101,19
Sample_1792,item2905,date118,26
Sample_1792,item1459,date145,16
Sample_1792,item4238,date163,29
Sample_1792,item5774,date215,30
Sample_1792,item1367,date216,262
Sample_1792,item4693,date239,12
Sample_1792,item807,date328,206
Sample_1792,item5629,date333,12
Sample_1793,item4650,date028,13
Sample_1793,item3855,date082,5
Sample_1793,item4648,date089,21
Sample_1793,item4160,date136,418
Sample_1793,item4377,date180,2
Sample_1793,item3808,date203,62
Sample_1793,item471,date225,5
Sample_1793,item1242,date256,110
Sample_1793,item4978,date285,1
Sample_1793,item4732,date336,26
Sample_1794,item4053,date003,68
Sample_1794,item2508,date083,4
Sample_1794,item2389,date126,20
Sample_1794,item2810,date131,2
Sample_1794,item2529,date153,36
Sample_1794,item3863,date188,7
Sample_1794,item6009,date203,88
Sample_1794,item234,date212,43
Sample_1794,item3842,date316,17
Sample_1794,item23,date330,4
Sample_1795,item5138,date015,18
Sample_1795,item6431,date016,14
Sample_1795,item3157,date114,46
Sample_1795,item5149,date125,3
Sample_1795,item5248,date169,11
Sample_1795,item675,date172,1
Sample_1795,item329,date190,1
Sample_1795,item4806,date302,2
Sample_1795,item3312,date314,3
Sample_1795,item148,date348,8
Sample_1796,item4690,date049,66
Sample_1796,item5678,date063,2
Sample_1796,item190,date074,1
Sample_1796,item1043,date125,356
Sample_1796,item819,date132,82
Sample_1796,item3379,date154,30
Sample_1796,item1585,date176,9
Sample_1796,item4986,date228,152
Sample_1796,item1230,date240,74
Sample_1796,item3051,date326,9
Sample_1797,item5136,date011,11
Sample_1797,item1463,date024,47
Sample_1797,item6568,date046,14
Sample_1797,item1317,date078,17
Sample_1797,item6539,date106,106
Sample_1797,item130,date220,3
Sample_1797,item3766,date232,188
Sample_1797,item1061,date238,6
Sample_1797,item499,date240,61
Sample_1797,item4135,date335,6
Sample_1798,item5729,date019,16
Sample_1798,item3109,date030,7
Sample_1798,item6407,date072,246
Sample_1798,item3243,date078,20
Sample_1798,item4243,date080,5
Sample_1798,item529,date090,10
Sample_1798,item3033,date128,10
Sample_1798,item5590,date147,21
Sample_1798,item499,date208,5
Sample_1798,item2047,date292,4
Sample_1799,item3773,date057,120
Sample_1799,item3389,date100,2
Sample_1799,item2592,date141,14
Sample_1799,item4868,date152,23
Sample_1799,item1688,date202,3
Sample_1799,item3264,date224,17
Sample_1799,item508,date297,1
