order,gt
• date113 item5227 52115 0 5,• item5227 machine09 date113 5
"• date101 item75 6498 0 10
• date101 item75 6498 0 10","• item75 machine21 date101 5
• item75 machine34 date101 5"
"• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15
• date052 item1024 100388 0 15","• item1024 machine03 date052 1
• item1024 machine05 date052 2
• item1024 machine06 date052 2
• item1024 machine08 date052 1
• item1024 machine16 date052 1
• item1024 machine17 date052 1
• item1024 machine18 date052 1
• item1024 machine19 date052 1
• item1024 machine20 date052 2
• item1024 machine32 date052 1
• item1024 machine33 date052 1"
"• date001 item1976 104092 0 42
• date001 item1976 104092 0 42
• date001 item1976 104092 0 42
• date001 item1976 104092 0 42
• date001 item1976 104092 0 42","• item1976 machine03 date001 6
• item1976 machine05 date001 6
• item1976 machine06 date001 15
• item1976 machine19 date001 8
• item1976 machine20 date001 8"
• date144 item1780 77242 0 7,• item1780 machine32 date144 7
• date080 item4222 6498 0 2,• item4222 machine30 date080 2
"• date334 item6385 179208 0 62
• date334 item6385 179208 0 62
• date334 item6385 179208 0 62","• item6385 machine08 date334 23
• item6385 machine10 date334 32
• item6385 machine28 date334 7"
• date298 item701 6498 0 1,• item701 machine21 date298 1
"• date364 item150 8416 1 2
• date364 item150 8416 1 2
• date364 item150 8416 1 2
• date364 item150 8416 1 2
• date364 item150 8416 1 2
• date364 item150 8416 1 2
• date364 item150 8416 1 2","• item150 machine09 date364 1
• item150 machine10 date364 1"
"• date027 item1887 104092 0 132
• date027 item1887 104092 0 132
• date027 item1887 104092 0 132
• date027 item1887 104092 0 132
• date027 item1887 104092 0 132","• item1887 machine03 date027 19
• item1887 machine05 date027 13
• item1887 machine06 date027 23
• item1887 machine19 date027 37
• item1887 machine32 date027 40"
• date325 item3688 7149 0 1,• item3688 machine21 date325 1
• date076 item1818 6498 0 1,• item1818 machine23 date076 1
• date252 item2569 12881 0 2,• item2569 machine28 date252 2
"• date114 item2089 13140 0 5
• date114 item2089 13140 0 5","• item2089 machine23 date114 3
• item2089 machine28 date114 2"
"• date289 item5646 6498 1 5
• date289 item5646 6498 1 5","• item5646 machine22 date289 3
• item5646 machine29 date289 2"
"• date128 item1767 6498 0 12
• date128 item1767 6498 0 12","• item1767 machine08 date128 6
• item1767 machine28 date128 6"
"• date298 item3111 27907 0 3
• date298 item3111 27907 0 3
• date298 item3111 27907 0 3","• item3111 machine08 date298 1
• item3111 machine09 date298 2
• item3111 machine21 date298 1"
"• date069 item4736 113012 0 26
• date069 item4736 113012 0 26
• date069 item4736 113012 0 26","• item4736 machine09 date069 7
• item4736 machine10 date069 8
• item4736 machine28 date069 11"
• date256 item5471 179208 1 20,• item5471 machine05 date256 20
• date144 item2603 6498 1 1,• item2603 machine21 date144 1
"• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96
• date352 item4165 95463 0 96","• item4165 machine04 date352 18
• item4165 machine05 date352 15
• item4165 machine08 date352 3
• item4165 machine09 date352 5
• item4165 machine14 date352 17
• item4165 machine20 date352 1
• item4165 machine28 date352 19
• item4165 machine29 date352 2
• item4165 machine32 date352 15
• item4165 machine33 date352 2"
• date143 item5903 103554 0 9,• item5903 machine05 date143 9
• date127 item4916 6498 0 3,• item4916 machine08 date127 3
• date165 item4926 6498 0 1,• item4926 machine07 date165 1
"• date307 item632 52115 0 6
• date307 item632 52115 0 6","• item632 machine10 date307 3
• item632 machine28 date307 3"
"• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19
• date207 item782 6557 0 19","• item782 machine07 date207 4
• item782 machine08 date207 4
• item782 machine10 date207 1
• item782 machine21 date207 2
• item782 machine22 date207 1
• item782 machine28 date207 2
• item782 machine30 date207 4
• item782 machine35 date207 2"
"• date142 item1268 6498 0 6
• date142 item1268 6498 0 6","• item1268 machine30 date142 5
• item1268 machine35 date142 1"
"• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4
• date050 item227 14191 0 4","• item227 machine21 date050 1
• item227 machine28 date050 1"
• date114 item1775 179208 0 10,• item1775 machine19 date114 10
• date170 item5628 8065 0 2,• item5628 machine21 date170 2
• date154 item321 6498 1 1,• item321 machine21 date154 1
"• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8
• date049 item4621 45856 0 8","• item4621 machine04 date049 1
• item4621 machine08 date049 1
• item4621 machine14 date049 1
• item4621 machine20 date049 1
• item4621 machine21 date049 1
• item4621 machine22 date049 1
• item4621 machine28 date049 1
• item4621 machine33 date049 1
• item4621 machine34 date049 1"
• date230 item2732 179208 0 90,• item2732 machine05 date230 90
"• date033 item6375 28824 0 22
• date033 item6375 28824 0 22
• date033 item6375 28824 0 22","• item6375 machine10 date033 8
• item6375 machine21 date033 10
• item6375 machine30 date033 4"
• date178 item4088 6498 0 1,• item4088 machine21 date178 1
"• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33
• date046 item4103 26391 0 33","• item4103 machine08 date046 1
• item4103 machine09 date046 7
• item4103 machine10 date046 4
• item4103 machine21 date046 5
• item4103 machine22 date046 5
• item4103 machine23 date046 4
• item4103 machine28 date046 6
• item4103 machine30 date046 2"
"• date173 item6480 179208 0 31
• date173 item6480 179208 0 31","• item6480 machine21 date173 21
• item6480 machine23 date173 10"
"• date159 item2838 8493 0 8
• date159 item2838 8493 0 8","• item2838 machine08 date159 4
• item2838 machine21 date159 4"
"• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11
• date103 item4702 105576 0 11","• item4702 machine05 date103 2
• item4702 machine06 date103 1
• item4702 machine16 date103 1
• item4702 machine19 date103 2
• item4702 machine20 date103 1
• item4702 machine32 date103 2
• item4702 machine33 date103 1"
"• date002 item881 6498 0 5
• date002 item881 6498 0 5","• item881 machine10 date002 1
• item881 machine22 date002 4"
"• date007 item5528 179208 0 22
• date007 item5528 179208 0 22
• date007 item5528 179208 0 22","• item5528 machine08 date007 1
• item5528 machine10 date007 21"
"• date275 item3681 179208 1 17
• date275 item3681 179208 1 17
• date275 item3681 179208 1 17","• item3681 machine01 date275 5
• item3681 machine05 date275 4
• item3681 machine20 date275 7"
• date152 item6478 179208 0 7,• item6478 machine04 date152 7
• date196 item2864 6498 0 6,• item2864 machine21 date196 6
• date178 item3345 6498 1 1,• item3345 machine08 date178 1
• date061 item1516 179208 0 68,• item1516 machine05 date061 68
"• date019 item1190 6332 1 2
• date019 item1190 6332 1 2
• date019 item1190 6332 1 2
• date019 item1190 6332 1 2","• item1190 machine07 date019 1
• item1190 machine08 date019 1"
"• date127 item5923 6516 0 3
• date127 item5923 6516 0 3
• date127 item5923 6516 0 3
• date127 item5923 6516 0 3
• date127 item5923 6516 0 3","• item5923 machine21 date127 1
• item5923 machine22 date127 1"
• date039 item2564 6498 0 1,• item2564 machine28 date039 1
"• date077 item5493 104092 0 68
• date077 item5493 104092 0 68
• date077 item5493 104092 0 68
• date077 item5493 104092 0 68
• date077 item5493 104092 0 68","• item5493 machine04 date077 16
• item5493 machine05 date077 18
• item5493 machine10 date077 11
• item5493 machine20 date077 10
• item5493 machine33 date077 13"
• date214 item4709 179208 0 28,• item4709 machine14 date214 28
• date211 item3072 179208 0 20,• item3072 machine16 date211 20
"• date015 item801 104092 0 188
• date015 item801 104092 0 188
• date015 item801 104092 0 188
• date015 item801 104092 0 188
• date015 item801 104092 0 188
• date015 item801 104092 0 188","• item801 machine04 date015 41
• item801 machine10 date015 6
• item801 machine21 date015 6
• item801 machine23 date015 50
• item801 machine28 date015 52
• item801 machine29 date015 33"
• date362 item5313 6498 0 2,• item5313 machine28 date362 2
"• date119 item2124 8065 1 4
• date119 item2124 8065 1 4","• item2124 machine08 date119 1
• item2124 machine23 date119 3"
"• date033 item4772 179208 0 70
• date033 item4772 179208 0 70
• date033 item4772 179208 0 70","• item4772 machine05 date033 24
• item4772 machine06 date033 36
• item4772 machine20 date033 10"
• date137 item3950 6498 1 2,• item3950 machine09 date137 2
"• date164 item4822 46140 1 112
• date164 item4822 46140 1 112
• date164 item4822 46140 1 112
• date164 item4822 46140 1 112
• date164 item4822 46140 1 112
• date164 item4822 46140 1 112
• date164 item4822 46140 1 112","• item4822 machine08 date164 27
• item4822 machine09 date164 13
• item4822 machine10 date164 2
• item4822 machine21 date164 4
• item4822 machine22 date164 13
• item4822 machine23 date164 22
• item4822 machine28 date164 31"
"• date257 item5705 40772 0 52
• date257 item5705 40772 0 52
• date257 item5705 40772 0 52
• date257 item5705 40772 0 52","• item5705 machine10 date257 7
• item5705 machine14 date257 23
• item5705 machine23 date257 11
• item5705 machine29 date257 11"
• date173 item4933 6498 0 1,• item4933 machine10 date173 1
"• date239 item5284 6516 1 14
• date239 item5284 6516 1 14
• date239 item5284 6516 1 14
• date239 item5284 6516 1 14
• date239 item5284 6516 1 14","• item5284 machine08 date239 1
• item5284 machine10 date239 3
• item5284 machine21 date239 2
• item5284 machine23 date239 4
• item5284 machine35 date239 4"
• date034 item5808 81204 0 4,• item5808 machine05 date034 4
"• date120 item2638 73747 0 20
• date120 item2638 73747 0 20
• date120 item2638 73747 0 20","• item2638 machine10 date120 7
• item2638 machine28 date120 3
• item2638 machine29 date120 10"
• date071 item4340 8493 1 8,• item4340 machine28 date071 8
"• date308 item594 6516 0 36
• date308 item594 6516 0 36
• date308 item594 6516 0 36
• date308 item594 6516 0 36
• date308 item594 6516 0 36
• date308 item594 6516 0 36","• item594 machine08 date308 10
• item594 machine21 date308 8
• item594 machine22 date308 10
• item594 machine23 date308 1
• item594 machine28 date308 3
• item594 machine33 date308 3"
• date335 item6334 6498 0 2,• item6334 machine08 date335 2
"• date219 item1168 15218 1 6
• date219 item1168 15218 1 6
• date219 item1168 15218 1 6
• date219 item1168 15218 1 6
• date219 item1168 15218 1 6","• item1168 machine21 date219 1
• item1168 machine30 date219 1
• item1168 machine31 date219 1
• item1168 machine32 date219 2"
"• date270 item4658 6498 0 3
• date270 item4658 6498 0 3","• item4658 machine09 date270 1
• item4658 machine10 date270 2"
"• date311 item210 40323 0 28
• date311 item210 40323 0 28
• date311 item210 40323 0 28","• item210 machine04 date311 8
• item210 machine07 date311 16
• item210 machine14 date311 4"
"• date359 item5080 47491 0 7
• date359 item5080 47491 0 7
• date359 item5080 47491 0 7
• date359 item5080 47491 0 7
• date359 item5080 47491 0 7","• item5080 machine04 date359 1
• item5080 machine10 date359 2
• item5080 machine14 date359 2
• item5080 machine28 date359 2"
"• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124
• date129 item1163 17050 0 124","• item1163 machine05 date129 11
• item1163 machine08 date129 12
• item1163 machine09 date129 6
• item1163 machine10 date129 6
• item1163 machine14 date129 12
• item1163 machine21 date129 12
• item1163 machine22 date129 9
• item1163 machine23 date129 9
• item1163 machine28 date129 11
• item1163 machine29 date129 12
• item1163 machine30 date129 1
• item1163 machine31 date129 4
• item1163 machine32 date129 9
• item1163 machine33 date129 4
• item1163 machine34 date129 6"
"• date097 item3437 106952 1 36
• date097 item3437 106952 1 36
• date097 item3437 106952 1 36
• date097 item3437 106952 1 36","• item3437 machine06 date097 3
• item3437 machine08 date097 16
• item3437 machine32 date097 6
• item3437 machine33 date097 12"
• date148 item3548 6498 0 1,• item3548 machine23 date148 1
• date119 item3343 6498 0 1,• item3343 machine08 date119 1
"• date100 item5788 103554 0 38
• date100 item5788 103554 0 38","• item5788 machine10 date100 28
• item5788 machine28 date100 10"
• date237 item2643 18691 0 2,• item2643 machine21 date237 2
"• date032 item4154 179208 0 63
• date032 item4154 179208 0 63","• item4154 machine05 date032 29
• item4154 machine20 date032 34"
• date361 item5668 179208 0 25,• item5668 machine28 date361 25
"• date130 item1928 179208 1 60
• date130 item1928 179208 1 60","• item1928 machine05 date130 30
• item1928 machine32 date130 30"
"• date363 item4657 104092 1 259
• date363 item4657 104092 1 259
• date363 item4657 104092 1 259
• date363 item4657 104092 1 259
• date363 item4657 104092 1 259","• item4657 machine01 date363 138
• item4657 machine03 date363 7
• item4657 machine06 date363 99
• item4657 machine17 date363 9
• item4657 machine19 date363 6"
• date103 item5133 52115 0 3,• item5133 machine09 date103 3
"• date344 item5791 6498 0 2
• date344 item5791 6498 0 2","• item5791 machine25 date344 1
• item5791 machine29 date344 1"
"• date338 item3132 45374 0 124
• date338 item3132 45374 0 124
• date338 item3132 45374 0 124
• date338 item3132 45374 0 124
• date338 item3132 45374 0 124
• date338 item3132 45374 0 124
• date338 item3132 45374 0 124","• item3132 machine04 date338 39
• item3132 machine08 date338 23
• item3132 machine14 date338 9
• item3132 machine20 date338 2
• item3132 machine21 date338 27
• item3132 machine23 date338 15
• item3132 machine28 date338 10"
• date099 item2900 179208 0 5,• item2900 machine04 date099 5
"• date049 item2202 179208 0 23
• date049 item2202 179208 0 23
• date049 item2202 179208 0 23","• item2202 machine04 date049 3
• item2202 machine20 date049 10
• item2202 machine32 date049 10"
"• date047 item442 6983 0 3
• date047 item442 6983 0 3
• date047 item442 6983 0 3
• date047 item442 6983 0 3","• item442 machine09 date047 1
• item442 machine10 date047 1
• item442 machine23 date047 1"
• date297 item2185 179208 1 15,• item2185 machine06 date297 15
• date292 item2847 12881 0 2,• item2847 machine21 date292 2
"• date063 item3472 179208 0 11
• date063 item3472 179208 0 11
• date063 item3472 179208 0 11","• item3472 machine04 date063 3
• item3472 machine05 date063 3
• item3472 machine21 date063 4"
"• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4
• date323 item241 14413 0 4","• item241 machine23 date323 1
• item241 machine31 date323 1"
• date299 item4200 179208 1 33,• item4200 machine05 date299 33
"• date079 item2189 179208 0 24
• date079 item2189 179208 0 24","• item2189 machine04 date079 17
• item2189 machine23 date079 7"
• date316 item5449 77242 0 14,• item5449 machine32 date316 14
• date250 item6058 52115 0 11,• item6058 machine33 date250 11
"• date053 item3907 179208 0 14
• date053 item3907 179208 0 14","• item3907 machine20 date053 2
• item3907 machine28 date053 12"
"• date256 item1576 41077 1 96
• date256 item1576 41077 1 96
• date256 item1576 41077 1 96
• date256 item1576 41077 1 96
• date256 item1576 41077 1 96
• date256 item1576 41077 1 96","• item1576 machine01 date256 17
• item1576 machine03 date256 19
• item1576 machine05 date256 18
• item1576 machine17 date256 20
• item1576 machine32 date256 17
• item1576 machine33 date256 5"
"• date194 item963 179208 0 290
• date194 item963 179208 0 290","• item963 machine06 date194 200
• item963 machine16 date194 90"
• date172 item3397 81204 0 16,• item3397 machine10 date172 16
• date242 item2117 179208 0 20,• item2117 machine03 date242 20
"• date029 item5503 106952 1 296
• date029 item5503 106952 1 296
• date029 item5503 106952 1 296
• date029 item5503 106952 1 296","• item5503 machine02 date029 202
• item5503 machine03 date029 4
• item5503 machine16 date029 84
• item5503 machine19 date029 5"
"• date182 item2223 6498 0 8
• date182 item2223 6498 0 8","• item2223 machine10 date182 5
• item2223 machine28 date182 3"
• date121 item1203 77242 0 14,• item1203 machine09 date121 14
• date180 item2359 6498 0 2,• item2359 machine14 date180 2
"• date248 item970 8493 1 16
• date248 item970 8493 1 16","• item970 machine10 date248 8
• item970 machine22 date248 8"
"• date340 item4872 27256 0 20
• date340 item4872 27256 0 20
• date340 item4872 27256 0 20","• item4872 machine08 date340 3
• item4872 machine21 date340 14
• item4872 machine28 date340 3"
"• date355 item4016 15015 0 48
• date355 item4016 15015 0 48
• date355 item4016 15015 0 48
• date355 item4016 15015 0 48","• item4016 machine09 date355 16
• item4016 machine21 date355 11
• item4016 machine23 date355 8
• item4016 machine30 date355 13"
• date124 item2148 8065 0 1,• item2148 machine29 date124 1
• date272 item985 179208 0 25,• item985 machine01 date272 25
"• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197
• date047 item6257 105576 1 197","• item6257 machine01 date047 17
• item6257 machine03 date047 18
• item6257 machine05 date047 17
• item6257 machine06 date047 25
• item6257 machine17 date047 37
• item6257 machine19 date047 21
• item6257 machine20 date047 10
• item6257 machine32 date047 8
• item6257 machine33 date047 44"
"• date077 item601 6498 0 2
• date077 item601 6498 0 2",• item601 machine07 date077 2
• date212 item3549 179208 1 21,• item3549 machine05 date212 21
"• date119 item5974 6516 0 32
• date119 item5974 6516 0 32
• date119 item5974 6516 0 32
• date119 item5974 6516 0 32
• date119 item5974 6516 0 32
• date119 item5974 6516 0 32","• item5974 machine08 date119 7
• item5974 machine21 date119 2
• item5974 machine22 date119 4
• item5974 machine23 date119 4
• item5974 machine28 date119 11
• item5974 machine30 date119 4"
• date082 item6234 18691 0 5,• item6234 machine28 date082 5
"• date165 item210 40323 0 14
• date165 item210 40323 0 14
• date165 item210 40323 0 14","• item210 machine04 date165 11
• item210 machine07 date165 1
• item210 machine14 date165 2"
"• date283 item4634 8416 0 2
• date283 item4634 8416 0 2
• date283 item4634 8416 0 2
• date283 item4634 8416 0 2
• date283 item4634 8416 0 2
• date283 item4634 8416 0 2
• date283 item4634 8416 0 2",
"• date239 item3848 7149 0 7
• date239 item3848 7149 0 7","• item3848 machine08 date239 6
• item3848 machine21 date239 1"
"• date256 item1863 6498 1 3
• date256 item1863 6498 1 3","• item1863 machine23 date256 2
• item1863 machine29 date256 1"
• date086 item4892 179208 0 84,• item4892 machine20 date086 84
• date022 item1918 179208 0 10,• item1918 machine33 date022 10
• date253 item879 6498 0 1,• item879 machine23 date253 1
"• date274 item3847 6332 0 8
• date274 item3847 6332 0 8
• date274 item3847 6332 0 8
• date274 item3847 6332 0 8","• item3847 machine21 date274 3
• item3847 machine23 date274 3
• item3847 machine28 date274 2"
• date193 item87 6498 0 1,• item87 machine21 date193 1
"• date278 item19 179208 0 16
• date278 item19 179208 0 16","• item19 machine10 date278 13
• item19 machine21 date278 3"
• date076 item944 179208 0 31,• item944 machine06 date076 31
"• date243 item5129 6516 0 11
• date243 item5129 6516 0 11
• date243 item5129 6516 0 11
• date243 item5129 6516 0 11
• date243 item5129 6516 0 11","• item5129 machine09 date243 3
• item5129 machine21 date243 1
• item5129 machine28 date243 3
• item5129 machine30 date243 2
• item5129 machine31 date243 1"
"• date136 item4351 102669 1 23
• date136 item4351 102669 1 23
• date136 item4351 102669 1 23","• item4351 machine08 date136 15
• item4351 machine09 date136 2
• item4351 machine14 date136 6"
• date174 item3955 77242 0 6,• item3955 machine29 date174 6
• date049 item4258 6498 0 4,• item4258 machine21 date049 4
"• date020 item4295 73747 1 5
• date020 item4295 73747 1 5
• date020 item4295 73747 1 5","• item4295 machine09 date020 2
• item4295 machine14 date020 2
• item4295 machine21 date020 2"
"• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103
• date044 item1550 145749 0 103","• item1550 machine03 date044 12
• item1550 machine04 date044 12
• item1550 machine05 date044 16
• item1550 machine06 date044 11
• item1550 machine07 date044 22
• item1550 machine20 date044 19
• item1550 machine21 date044 10
• item1550 machine23 date044 2"
"• date093 item5237 179208 0 134
• date093 item5237 179208 0 134
• date093 item5237 179208 0 134","• item5237 machine04 date093 68
• item5237 machine05 date093 9
• item5237 machine20 date093 56"
"• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5
• date284 item6325 23903 0 5","• item6325 machine08 date284 1
• item6325 machine09 date284 1
• item6325 machine16 date284 1
• item6325 machine30 date284 1
• item6325 machine31 date284 1"
"• date153 item1155 77242 0 28
• date153 item1155 77242 0 28","• item1155 machine32 date153 15
• item1155 machine33 date153 13"
"• date158 item1291 40772 0 27
• date158 item1291 40772 0 27
• date158 item1291 40772 0 27
• date158 item1291 40772 0 27","• item1291 machine08 date158 1
• item1291 machine09 date158 8
• item1291 machine10 date158 7
• item1291 machine28 date158 12"
• date117 item5600 8065 0 2,• item5600 machine10 date117 2
• date053 item1751 179208 0 13,• item1751 machine32 date053 13
• date084 item1508 179208 0 33,• item1508 machine05 date084 33
• date157 item5787 13140 0 5,• item5787 machine10 date157 5
• date046 item1505 7149 0 7,• item1505 machine08 date046 7
"• date012 item5025 52115 0 12
• date012 item5025 52115 0 12","• item5025 machine10 date012 10
• item5025 machine22 date012 2"
• date339 item3315 6498 0 2,• item3315 machine08 date339 2
"• date277 item773 6498 0 2
• date277 item773 6498 0 2","• item773 machine21 date277 1
• item773 machine28 date277 1"
"• date207 item965 179208 0 62
• date207 item965 179208 0 62
• date207 item965 179208 0 62","• item965 machine16 date207 38
• item965 machine32 date207 12
• item965 machine33 date207 12"
"• date355 item6333 8416 0 14
• date355 item6333 8416 0 14
• date355 item6333 8416 0 14
• date355 item6333 8416 0 14","• item6333 machine07 date355 4
• item6333 machine09 date355 1
• item6333 machine28 date355 1
• item6333 machine30 date355 9"
"• date281 item2962 109083 1 21
• date281 item2962 109083 1 21
• date281 item2962 109083 1 21","• item2962 machine10 date281 5
• item2962 machine22 date281 12
• item2962 machine28 date281 4"
• date182 item2244 179208 0 72,• item2244 machine06 date182 72
"• date101 item2150 27256 0 14
• date101 item2150 27256 0 14
• date101 item2150 27256 0 14","• item2150 machine10 date101 1
• item2150 machine22 date101 5
• item2150 machine28 date101 9"
"• date185 item2986 8493 1 4
• date185 item2986 8493 1 4",• item2986 machine21 date185 4
"• date263 item5119 109155 0 69
• date263 item5119 109155 0 69
• date263 item5119 109155 0 69
• date263 item5119 109155 0 69
• date263 item5119 109155 0 69
• date263 item5119 109155 0 69
• date263 item5119 109155 0 69","• item5119 machine01 date263 5
• item5119 machine03 date263 10
• item5119 machine05 date263 4
• item5119 machine18 date263 1
• item5119 machine20 date263 20
• item5119 machine32 date263 18
• item5119 machine33 date263 11"
"• date236 item3893 27256 0 4
• date236 item3893 27256 0 4
• date236 item3893 27256 0 4","• item3893 machine08 date236 2
• item3893 machine34 date236 1
• item3893 machine35 date236 1"
• date258 item4399 179208 0 16,• item4399 machine05 date258 16
"• date221 item2604 179208 0 10
• date221 item2604 179208 0 10","• item2604 machine04 date221 3
• item2604 machine10 date221 7"
• date350 item5828 52115 0 6,• item5828 machine16 date350 6
"• date267 item5024 6498 0 4
• date267 item5024 6498 0 4","• item5024 machine23 date267 2
• item5024 machine29 date267 2"
• date231 item2510 6498 1 4,• item2510 machine21 date231 4
"• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24
• date303 item173 20470 0 24","• item173 machine08 date303 4
• item173 machine14 date303 4
• item173 machine21 date303 3
• item173 machine22 date303 5
• item173 machine23 date303 2
• item173 machine29 date303 2
• item173 machine30 date303 4
• item173 machine35 date303 1"
"• date194 item3712 104092 0 173
• date194 item3712 104092 0 173
• date194 item3712 104092 0 173
• date194 item3712 104092 0 173
• date194 item3712 104092 0 173","• item3712 machine01 date194 53
• item3712 machine03 date194 19
• item3712 machine06 date194 8
• item3712 machine16 date194 20
• item3712 machine19 date194 73"
• date254 item3068 6498 0 1,• item3068 machine21 date254 1
"• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9
• date046 item542 32335 0 9","• item542 machine04 date046 1
• item542 machine05 date046 1
• item542 machine07 date046 1
• item542 machine08 date046 1
• item542 machine09 date046 1
• item542 machine14 date046 1
• item542 machine28 date046 1
• item542 machine35 date046 1"
"• date359 item4622 104092 0 89
• date359 item4622 104092 0 89
• date359 item4622 104092 0 89
• date359 item4622 104092 0 89
• date359 item4622 104092 0 89
• date359 item4622 104092 0 89","• item4622 machine01 date359 22
• item4622 machine05 date359 7
• item4622 machine20 date359 1
• item4622 machine23 date359 12
• item4622 machine32 date359 14
• item4622 machine33 date359 32"
"• date313 item977 8493 0 8
• date313 item977 8493 0 8","• item977 machine08 date313 3
• item977 machine34 date313 5"
"• date355 item221 16801 0 68
• date355 item221 16801 0 68
• date355 item221 16801 0 68
• date355 item221 16801 0 68
• date355 item221 16801 0 68
• date355 item221 16801 0 68
• date355 item221 16801 0 68","• item221 machine04 date355 1
• item221 machine07 date355 13
• item221 machine20 date355 11
• item221 machine22 date355 3
• item221 machine31 date355 11
• item221 machine33 date355 14
• item221 machine34 date355 16"
"• date216 item4684 179208 1 136
• date216 item4684 179208 1 136
• date216 item4684 179208 1 136","• item4684 machine03 date216 31
• item4684 machine06 date216 20
• item4684 machine16 date216 85"
"• date149 item4215 6516 0 3
• date149 item4215 6516 0 3
• date149 item4215 6516 0 3
• date149 item4215 6516 0 3
• date149 item4215 6516 0 3","• item4215 machine08 date149 1
• item4215 machine09 date149 1
• item4215 machine30 date149 1
• item4215 machine33 date149 1"
• date314 item4170 179208 0 84,• item4170 machine06 date314 84
• date148 item2440 6498 0 2,• item2440 machine21 date148 2
