conditioning,order
"Order information
• item05 You know? I have to do 398 of them, and it's until May 10th, 2021. It's 2,990 won, nothing special.
• item51 came. 208 need to be done and it's due on May 13th, 2021. Unit price 18,500 won. Oh, right, inspection items.
• Look at this. They want 15 item12s, but they say it's until May 30th, 2021. 15,640 won, nothing special.
• There's item95 that came yesterday. I have to do two of those, and it's until May 30th, 2021. It's 20,000 won, and there's nothing special about it.
• I want 150 of these item06. They have to be done by May 31st, 2021, and the unit price is 4,000 won. Oh, and there's nothing special about it.

Machine information
• item05 machine10 4.6
• item51 machine08 4.59
• item51 machine09 6.02
• item51 machine29 4.17
• item12 machine08 8.17
• item12 machine09 10.62
• item12 machine14 8.22
• item12 machine21 9.32
• item12 machine22 12.5
• item12 machine23 11.21
• item95 machine10 25.0
• item95 machine19 200.0
• item06 machine22 1.32","• item05 machine10 date130 27
• item95 machine19 date150 2
• item12 machine14 date150 2
• item12 machine21 date150 6
• item12 machine22 date150 2
• item12 machine23 date150 9
• item12 machine09 date150 5
• item51 machine29 date133 94
• item51 machine08 date133 114
• item06 machine22 date151 25"
"Order information
• item51 came. 208 need to be done and it's due on May 13th, 2021. Unit price 18,500 won. Oh, right, inspection items.
• Look at this. They want 15 item12s, but they say it's until May 30th, 2021. 15,640 won, nothing special.
• There's item95 that came yesterday. I have to do two of those, and it's until May 30th, 2021. It's 20,000 won, and there's nothing special about it.
• I want 150 of these item06. They have to be done by May 31st, 2021, and the unit price is 4,000 won. Oh, and there's nothing special about it.
• I just got an urgent call for item89. I have to do 144 of them by June 1, 2021. 22,750 won, DNVGL/W.

Machine information
• item51 machine08 4.59
• item51 machine09 6.02
• item51 machine29 4.17
• item12 machine08 8.17
• item12 machine09 10.62
• item12 machine14 8.22
• item12 machine21 9.32
• item12 machine22 12.5
• item12 machine23 11.21
• item95 machine10 25.0
• item95 machine19 200.0
• item06 machine22 1.32
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58","• item95 machine10 date150 2
• item12 machine14 date150 6
• item12 machine21 date150 11
• item12 machine22 date150 12
• item12 machine23 date150 14
• item12 machine08 date150 12
• item12 machine09 date150 3
• item51 machine29 date133 100
• item51 machine09 date133 9
• item89 machine14 date152 7
• item89 machine34 date152 61
• item89 machine35 date152 5
• item89 machine22 date152 42
• item89 machine23 date152 2
• item89 machine28 date152 5
• item89 machine07 date152 2
• item89 machine08 date152 32
• item89 machine10 date152 6
• item06 machine22 date151 73"
"Order information
• Look at this. They want 15 item12s, but they say it's until May 30th, 2021. 15,640 won, nothing special.
• There's item95 that came yesterday. I have to do two of those, and it's until May 30th, 2021. It's 20,000 won, and there's nothing special about it.
• I want 150 of these item06. They have to be done by May 31st, 2021, and the unit price is 4,000 won. Oh, and there's nothing special about it.
• I just got an urgent call for item89. I have to do 144 of them by June 1, 2021. 22,750 won, DNVGL/W.
• Please check this, item57 2 is until June 1st, 2021? The unit price is 366,680 won and there is nothing special.

Machine information
• item12 machine08 8.17
• item12 machine09 10.62
• item12 machine14 8.22
• item12 machine21 9.32
• item12 machine22 12.5
• item12 machine23 11.21
• item95 machine10 25.0
• item95 machine19 200.0
• item06 machine22 1.32
• item57 machine04 12.0
• item57 machine05 9.5
• item57 machine09 12.0
• item57 machine14 10.67
• item57 machine20 12.0
• item57 machine21 13.0
• item57 machine23 10.94
• item57 machine28 11.5
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58","• item95 machine10 date150 2
• item95 machine19 date150 1
• item12 machine08 date150 2
• item12 machine09 date150 8
• item12 machine14 date150 13
• item12 machine21 date150 10
• item12 machine22 date150 4
• item12 machine23 date150 14
• item89 machine08 date152 63
• item89 machine10 date152 2
• item89 machine23 date152 14
• item89 machine28 date152 22
• item89 machine29 date152 15
• item89 machine32 date152 41
• item89 machine34 date152 4
• item89 machine35 date152 53
• item06 machine22 date151 62
• item57 machine20 date152 1
• item57 machine21 date152 1
• item57 machine23 date152 1
• item57 machine28 date152 1"
"Order information
• There's item95 that came yesterday. I have to do two of those, and it's until May 30th, 2021. It's 20,000 won, and there's nothing special about it.
• I want 150 of these item06. They have to be done by May 31st, 2021, and the unit price is 4,000 won. Oh, and there's nothing special about it.
• I just got an urgent call for item89. I have to do 144 of them by June 1, 2021. 22,750 won, DNVGL/W.
• Please check this, item57 2 is until June 1st, 2021? The unit price is 366,680 won and there is nothing special.
• There's item72 that came yesterday. I have to do 20 of those, and it's until June 2, 2021. It's 18,563 won, and there's nothing special about it.

Machine information
• item95 machine10 25.0
• item95 machine19 200.0
• item06 machine22 1.32
• item57 machine04 12.0
• item57 machine05 9.5
• item57 machine09 12.0
• item57 machine14 10.67
• item57 machine20 12.0
• item57 machine21 13.0
• item57 machine23 10.94
• item57 machine28 11.5
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item72 machine04 5.0
• item72 machine08 3.67
• item72 machine09 4.83
• item72 machine10 3.04
• item72 machine21 2.55
• item72 machine23 3.68
• item72 machine28 3.1","• item95 machine10 date150 1
• item95 machine19 date150 1
• item72 machine04 date153 19
• item72 machine08 date153 15
• item72 machine09 date153 5
• item72 machine10 date153 19
• item72 machine21 date153 1
• item72 machine23 date153 11
• item72 machine28 date153 8
• item89 machine23 date152 45
• item89 machine28 date152 16
• item89 machine32 date152 66
• item89 machine34 date152 14
• item89 machine35 date152 65
• item06 machine22 date151 113
• item57 machine20 date152 1
• item57 machine23 date152 1
• item57 machine28 date152 2"
"Order information
• I want 150 of these item06. They have to be done by May 31st, 2021, and the unit price is 4,000 won. Oh, and there's nothing special about it.
• I just got an urgent call for item89. I have to do 144 of them by June 1, 2021. 22,750 won, DNVGL/W.
• Please check this, item57 2 is until June 1st, 2021? The unit price is 366,680 won and there is nothing special.
• There's item72 that came yesterday. I have to do 20 of those, and it's until June 2, 2021. It's 18,563 won, and there's nothing special about it.
• Is this item91 4? It has to be done by June 2, 2021 and costs 14,835 won. There are no special conditions.

Machine information
• item06 machine22 1.32
• item57 machine04 12.0
• item57 machine05 9.5
• item57 machine09 12.0
• item57 machine14 10.67
• item57 machine20 12.0
• item57 machine21 13.0
• item57 machine23 10.94
• item57 machine28 11.5
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item72 machine04 5.0
• item72 machine08 3.67
• item72 machine09 4.83
• item72 machine10 3.04
• item72 machine21 2.55
• item72 machine23 3.68
• item72 machine28 3.1
• item91 machine08 4.42
• item91 machine09 4.03
• item91 machine10 5.32
• item91 machine14 4.0
• item91 machine21 4.8
• item91 machine28 4.33
• item91 machine29 5.32
• item91 machine34 5.25
• item91 machine35 4.5","• item91 machine34 date153 2
• item91 machine35 date153 3
• item91 machine21 date153 1
• item91 machine28 date153 3
• item91 machine29 date153 1
• item91 machine08 date153 1
• item91 machine09 date153 3
• item91 machine10 date153 3
• item72 machine21 date153 8
• item72 machine23 date153 17
• item72 machine28 date153 7
• item72 machine04 date153 15
• item72 machine08 date153 6
• item89 machine34 date152 8
• item89 machine35 date152 26
• item89 machine21 date152 14
• item89 machine22 date152 28
• item89 machine23 date152 17
• item89 machine28 date152 6
• item89 machine29 date152 42
• item89 machine07 date152 17
• item89 machine08 date152 23
• item89 machine09 date152 28
• item89 machine10 date152 21
• item89 machine33 date152 5
• item06 machine22 date151 31
• item57 machine20 date152 1
• item57 machine21 date152 2
• item57 machine23 date152 1
• item57 machine28 date152 2
• item57 machine09 date152 1"
"Order information
• I just got an urgent call for item89. I have to do 144 of them by June 1, 2021. 22,750 won, DNVGL/W.
• Please check this, item57 2 is until June 1st, 2021? The unit price is 366,680 won and there is nothing special.
• There's item72 that came yesterday. I have to do 20 of those, and it's until June 2, 2021. It's 18,563 won, and there's nothing special about it.
• Is this item91 4? It has to be done by June 2, 2021 and costs 14,835 won. There are no special conditions.
• item87 came. I need to do 216 and it's due by June 3, 2021. Unit price 42,810 won. Oh, right, inspection items.

Machine information
• item57 machine04 12.0
• item57 machine05 9.5
• item57 machine09 12.0
• item57 machine14 10.67
• item57 machine20 12.0
• item57 machine21 13.0
• item57 machine23 10.94
• item57 machine28 11.5
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item72 machine04 5.0
• item72 machine08 3.67
• item72 machine09 4.83
• item72 machine10 3.04
• item72 machine21 2.55
• item72 machine23 3.68
• item72 machine28 3.1
• item91 machine08 4.42
• item91 machine09 4.03
• item91 machine10 5.32
• item91 machine14 4.0
• item91 machine21 4.8
• item91 machine28 4.33
• item91 machine29 5.32
• item91 machine34 5.25
• item91 machine35 4.5
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9","• item87 machine03 date154 11
• item87 machine05 date154 16
• item87 machine21 date154 21
• item91 machine08 date153 3
• item91 machine10 date153 2
• item91 machine14 date153 1
• item91 machine21 date153 4
• item91 machine29 date153 4
• item91 machine34 date153 2
• item91 machine35 date153 3
• item72 machine04 date153 9
• item72 machine08 date153 8
• item72 machine09 date153 5
• item72 machine10 date153 9
• item72 machine21 date153 19
• item72 machine23 date153 1
• item72 machine28 date153 14
• item89 machine08 date152 38
• item89 machine10 date152 24
• item89 machine21 date152 26
• item89 machine22 date152 1
• item89 machine23 date152 56
• item89 machine28 date152 31
• item89 machine30 date152 5
• item89 machine34 date152 30
• item57 machine20 date152 1
• item57 machine23 date152 1
• item57 machine28 date152 2"
"Order information
• Please check this, item57 2 is until June 1st, 2021? The unit price is 366,680 won and there is nothing special.
• There's item72 that came yesterday. I have to do 20 of those, and it's until June 2, 2021. It's 18,563 won, and there's nothing special about it.
• Is this item91 4? It has to be done by June 2, 2021 and costs 14,835 won. There are no special conditions.
• item87 came. I need to do 216 and it's due by June 3, 2021. Unit price 42,810 won. Oh, right, inspection items.
• Wait, check this. Is this drawing item35 28? It's until June 4th, 2021, and costs 242,250 won? There are also inspection items.

Machine information
• item57 machine04 12.0
• item57 machine05 9.5
• item57 machine09 12.0
• item57 machine14 10.67
• item57 machine20 12.0
• item57 machine21 13.0
• item57 machine23 10.94
• item57 machine28 11.5
• item72 machine04 5.0
• item72 machine08 3.67
• item72 machine09 4.83
• item72 machine10 3.04
• item72 machine21 2.55
• item72 machine23 3.68
• item72 machine28 3.1
• item91 machine08 4.42
• item91 machine09 4.03
• item91 machine10 5.32
• item91 machine14 4.0
• item91 machine21 4.8
• item91 machine28 4.33
• item91 machine29 5.32
• item91 machine34 5.25
• item91 machine35 4.5
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0","• item87 machine03 date154 64
• item87 machine21 date154 67
• item87 machine32 date154 41
• item87 machine33 date154 38
• item91 machine08 date153 1
• item91 machine09 date153 3
• item91 machine10 date153 4
• item91 machine14 date153 2
• item91 machine21 date153 1
• item91 machine28 date153 4
• item91 machine29 date153 2
• item91 machine34 date153 2
• item91 machine35 date153 2
• item35 machine05 date155 6
• item35 machine19 date155 10
• item35 machine20 date155 11
• item72 machine04 date153 16
• item72 machine08 date153 13
• item72 machine09 date153 2
• item72 machine10 date153 13
• item72 machine21 date153 19
• item72 machine23 date153 8
• item72 machine28 date153 18
• item57 machine04 date152 1
• item57 machine09 date152 2
• item57 machine20 date152 2
• item57 machine21 date152 2
• item57 machine23 date152 2
• item57 machine28 date152 1"
"Order information
• There's item72 that came yesterday. I have to do 20 of those, and it's until June 2, 2021. It's 18,563 won, and there's nothing special about it.
• Is this item91 4? It has to be done by June 2, 2021 and costs 14,835 won. There are no special conditions.
• item87 came. I need to do 216 and it's due by June 3, 2021. Unit price 42,810 won. Oh, right, inspection items.
• Wait, check this. Is this drawing item35 28? It's until June 4th, 2021, and costs 242,250 won? There are also inspection items.
• There, I need to do 64 drawings for item86. It's until June 5th, 2021. It's 23,740 won. And nothing special.

Machine information
• item72 machine04 5.0
• item72 machine08 3.67
• item72 machine09 4.83
• item72 machine10 3.04
• item72 machine21 2.55
• item72 machine23 3.68
• item72 machine28 3.1
• item91 machine08 4.42
• item91 machine09 4.03
• item91 machine10 5.32
• item91 machine14 4.0
• item91 machine21 4.8
• item91 machine28 4.33
• item91 machine29 5.32
• item91 machine34 5.25
• item91 machine35 4.5
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item86 machine08 5.01
• item86 machine09 5.06
• item86 machine10 4.5
• item86 machine21 3.94
• item86 machine28 7.5
• item86 machine32 6.01
• item86 machine33 5.52","• item87 machine01 date154 5
• item87 machine03 date154 11
• item87 machine17 date154 1
• item87 machine20 date154 29
• item87 machine21 date154 68
• item87 machine33 date154 86
• item91 machine08 date153 2
• item91 machine10 date153 4
• item91 machine14 date153 3
• item91 machine21 date153 3
• item91 machine28 date153 4
• item91 machine29 date153 2
• item91 machine34 date153 1
• item91 machine35 date153 4
• item86 machine08 date156 20
• item86 machine09 date156 23
• item86 machine10 date156 58
• item86 machine21 date156 26
• item86 machine28 date156 25
• item86 machine32 date156 9
• item86 machine33 date156 28
• item35 machine05 date155 5
• item35 machine19 date155 10
• item35 machine20 date155 12
• item72 machine04 date153 1
• item72 machine08 date153 1
• item72 machine09 date153 16
• item72 machine10 date153 19
• item72 machine21 date153 6
• item72 machine23 date153 3
• item72 machine28 date153 7"
"Order information
• Is this item91 4? It has to be done by June 2, 2021 and costs 14,835 won. There are no special conditions.
• item87 came. I need to do 216 and it's due by June 3, 2021. Unit price 42,810 won. Oh, right, inspection items.
• Wait, check this. Is this drawing item35 28? It's until June 4th, 2021, and costs 242,250 won? There are also inspection items.
• There, I need to do 64 drawings for item86. It's until June 5th, 2021. It's 23,740 won. And nothing special.
• Oh, I need to do 48 drawings for item78, but it's due by June 5th, 2021. The unit price is 11,500 won, and there's nothing special about it.

Machine information
• item91 machine08 4.42
• item91 machine09 4.03
• item91 machine10 5.32
• item91 machine14 4.0
• item91 machine21 4.8
• item91 machine28 4.33
• item91 machine29 5.32
• item91 machine34 5.25
• item91 machine35 4.5
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item78 machine08 4.42
• item78 machine09 5.63
• item78 machine10 3.34
• item78 machine14 5.0
• item78 machine21 3.73
• item78 machine32 3.5
• item78 machine33 5.18
• item86 machine08 5.01
• item86 machine09 5.06
• item86 machine10 4.5
• item86 machine21 3.94
• item86 machine28 7.5
• item86 machine32 6.01
• item86 machine33 5.52","• item87 machine19 date154 52
• item87 machine21 date154 71
• item87 machine32 date154 69
• item87 machine33 date154 24
• item91 machine35 date153 4
• item91 machine21 date153 1
• item91 machine28 date153 4
• item91 machine29 date153 2
• item91 machine34 date153 2
• item91 machine08 date153 3
• item91 machine09 date153 3
• item91 machine10 date153 3
• item86 machine21 date156 15
• item86 machine28 date156 63
• item86 machine08 date156 34
• item86 machine09 date156 53
• item86 machine10 date156 40
• item86 machine33 date156 14
• item35 machine19 date155 13
• item35 machine20 date155 5
• item35 machine05 date155 8
• item78 machine14 date156 45
• item78 machine21 date156 20
• item78 machine32 date156 27
• item78 machine08 date156 18
• item78 machine09 date156 35
• item78 machine10 date156 27
• item78 machine33 date156 39"
"Order information
• item87 came. I need to do 216 and it's due by June 3, 2021. Unit price 42,810 won. Oh, right, inspection items.
• Wait, check this. Is this drawing item35 28? It's until June 4th, 2021, and costs 242,250 won? There are also inspection items.
• There, I need to do 64 drawings for item86. It's until June 5th, 2021. It's 23,740 won. And nothing special.
• Oh, I need to do 48 drawings for item78, but it's due by June 5th, 2021. The unit price is 11,500 won, and there's nothing special about it.
• item83, right? Doing 5? You can do it until June 9, 2021, and the unit price is 7,752 won. Oh, and there's nothing special about it.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item78 machine08 4.42
• item78 machine09 5.63
• item78 machine10 3.34
• item78 machine14 5.0
• item78 machine21 3.73
• item78 machine32 3.5
• item78 machine33 5.18
• item86 machine08 5.01
• item86 machine09 5.06
• item86 machine10 4.5
• item86 machine21 3.94
• item86 machine28 7.5
• item86 machine32 6.01
• item86 machine33 5.52
• item83 machine08 4.47
• item83 machine09 4.58
• item83 machine10 4.32
• item83 machine14 2.0
• item83 machine21 3.22
• item83 machine22 3.07
• item83 machine23 12.77
• item83 machine31 2.95","• item87 machine17 date154 42
• item87 machine18 date154 4
• item87 machine21 date154 41
• item87 machine01 date154 11
• item87 machine05 date154 34
• item87 machine33 date154 70
• item83 machine14 date160 1
• item83 machine21 date160 3
• item83 machine22 date160 5
• item83 machine23 date160 5
• item83 machine31 date160 2
• item83 machine08 date160 2
• item83 machine09 date160 5
• item83 machine10 date160 1
• item86 machine21 date156 10
• item86 machine28 date156 35
• item86 machine32 date156 48
• item86 machine08 date156 5
• item86 machine09 date156 19
• item86 machine10 date156 46
• item35 machine19 date155 14
• item35 machine20 date155 11
• item35 machine05 date155 2
• item78 machine14 date156 4
• item78 machine21 date156 5
• item78 machine32 date156 38
• item78 machine33 date156 7
• item78 machine08 date156 3
• item78 machine09 date156 16
• item78 machine10 date156 34"
"Order information
• Wait, check this. Is this drawing item35 28? It's until June 4th, 2021, and costs 242,250 won? There are also inspection items.
• There, I need to do 64 drawings for item86. It's until June 5th, 2021. It's 23,740 won. And nothing special.
• Oh, I need to do 48 drawings for item78, but it's due by June 5th, 2021. The unit price is 11,500 won, and there's nothing special about it.
• item83, right? Doing 5? You can do it until June 9, 2021, and the unit price is 7,752 won. Oh, and there's nothing special about it.
• Oh, I need to do 318 item15 drawings, but it's due by June 9th, 2021. The unit price is 25,870 won and it's an inspection item.

Machine information
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item78 machine08 4.42
• item78 machine09 5.63
• item78 machine10 3.34
• item78 machine14 5.0
• item78 machine21 3.73
• item78 machine32 3.5
• item78 machine33 5.18
• item86 machine08 5.01
• item86 machine09 5.06
• item86 machine10 4.5
• item86 machine21 3.94
• item86 machine28 7.5
• item86 machine32 6.01
• item86 machine33 5.52
• item15 machine04 12.84
• item15 machine05 10.42
• item15 machine07 8.69
• item15 machine08 9.12
• item15 machine09 10.33
• item15 machine10 8.99
• item15 machine12 12.32
• item15 machine14 11.23
• item15 machine20 4.0
• item15 machine21 9.87
• item15 machine23 11.77
• item15 machine28 9.54
• item15 machine29 13.05
• item15 machine30 9.0
• item15 machine31 9.0
• item15 machine33 4.4
• item15 machine34 12.47
• item15 machine35 9.4
• item83 machine08 4.47
• item83 machine09 4.58
• item83 machine10 4.32
• item83 machine14 2.0
• item83 machine21 3.22
• item83 machine22 3.07
• item83 machine23 12.77
• item83 machine31 2.95","• item83 machine10 date160 1
• item83 machine21 date160 2
• item83 machine22 date160 4
• item86 machine08 date156 32
• item86 machine09 date156 61
• item86 machine10 date156 34
• item86 machine21 date156 48
• item86 machine28 date156 64
• item86 machine32 date156 42
• item86 machine33 date156 38
• item35 machine05 date155 8
• item35 machine19 date155 7
• item35 machine20 date155 11
• item15 machine04 date160 29
• item15 machine10 date160 25
• item15 machine20 date160 91
• item15 machine21 date160 59
• item15 machine28 date160 54
• item15 machine33 date160 2
• item15 machine35 date160 55
• item78 machine08 date156 11
• item78 machine09 date156 48
• item78 machine10 date156 15
• item78 machine14 date156 40
• item78 machine21 date156 47
• item78 machine32 date156 26
• item78 machine33 date156 20"
